WHFNWGT,RFPOV,TFTOTINC,GRGC,GHLFSAM,GVARSTR,RHCALYR,RHCALMN,SROTATON,SSUSEQ,SSUID
1108.5911,1022,3056,67,2,88,2006,6,3,34613,811925743631
1093.6139,1025,3056,67,2,88,2006,7,3,34613,811925743631
1090.7102,1014,3056,67,2,88,2006,4,3,34613,811925743631
1107.6914,1019,3056,67,2,88,2006,5,3,34613,811925743631
1108.5911,1022,3056,67,2,88,2006,6,3,34613,811925743631
1093.6139,1025,3056,67,2,88,2006,7,3,34613,811925743631
2174.3809,873,765,26,1,77,2006,4,3,34614,811925743646
2221.6765,877,765,26,1,77,2006,5,3,34614,811925743646
2232.0833,879,765,26,1,77,2006,6,3,34614,811925743646
2237.2502,882,765,26,1,77,2006,7,3,34614,811925743646
1692.9192,873,272,14,1,77,2006,4,3,34615,811925743650
1499.0620,1162,301,14,1,77,2006,5,3,34615,811925743650
1499.0303,1165,272,14,1,77,2006,6,3,34615,811925743650
1478.9696,1168,479,14,1,77,2006,7,3,34615,811925743650
1692.9192,873,2844,14,1,77,2006,4,3,34615,811925743650
1499.0620,877,2844,14,1,77,2006,5,3,34615,811925743650
1499.0303,879,2844,14,1,77,2006,6,3,34615,811925743650
1478.9696,882,2844,14,1,77,2006,7,3,34615,811925743650
1499.0620,1162,301,14,1,77,2006,5,3,34615,811925743650
1499.0303,1165,272,14,1,77,2006,6,3,34615,811925743650
1478.9696,1168,479,14,1,77,2006,7,3,34615,811925743650
1416.6160,2053,3564,78,2,88,2006,4,3,34617,811925743689
1374.8040,2063,3776,78,2,88,2006,5,3,34617,811925743689
1343.6381,2068,3564,78,2,88,2006,6,3,34617,811925743689
1306.3840,2074,3564,78,2,88,2006,7,3,34617,811925743689
1416.6160,2053,3564,78,2,88,2006,4,3,34617,811925743689
1374.8040,2063,3776,78,2,88,2006,5,3,34617,811925743689
1343.6381,2068,3564,78,2,88,2006,6,3,34617,811925743689
1306.3840,2074,3564,78,2,88,2006,7,3,34617,811925743689
1416.6160,2053,3564,78,2,88,2006,4,3,34617,811925743689
1374.8040,2063,3776,78,2,88,2006,5,3,34617,811925743689
1343.6381,2068,3564,78,2,88,2006,6,3,34617,811925743689
1306.3840,2074,3564,78,2,88,2006,7,3,34617,811925743689
2217.8196,873,2594,78,2,88,2006,4,3,34617,811925743689
2280.2056,877,2594,78,2,88,2006,5,3,34617,811925743689
2235.0059,879,2594,78,2,88,2006,6,3,34617,811925743689
2206.2632,882,2594,78,2,88,2006,7,3,34617,811925743689
1416.6160,2053,3564,78,2,88,2006,4,3,34617,811925743689
1374.8040,2063,3776,78,2,88,2006,5,3,34617,811925743689
1343.6381,2068,3564,78,2,88,2006,6,3,34617,811925743689
1306.3840,2074,3564,78,2,88,2006,7,3,34617,811925743689
1416.6160,2053,3564,78,2,88,2006,4,3,34617,811925743689
1374.8040,2063,3776,78,2,88,2006,5,3,34617,811925743689
1343.6381,2068,3564,78,2,88,2006,6,3,34617,811925743689
1306.3840,2074,3564,78,2,88,2006,7,3,34617,811925743689
2217.8196,873,0,78,2,88,2006,4,3,34617,811925743689
2280.2056,877,0,78,2,88,2006,5,3,34617,811925743689
2235.0059,879,0,78,2,88,2006,6,3,34617,811925743689
2206.2632,882,0,78,2,88,2006,7,3,34617,811925743689
1974.9951,873,1732,74,2,88,2006,4,3,34618,811925743887
1973.3226,877,3464,74,2,88,2006,5,3,34618,811925743887
1977.2183,879,1732,74,2,88,2006,6,3,34618,811925743887
1885.4696,882,1732,74,2,88,2006,7,3,34618,811925743887
2251.3838,1124,4731,71,1,77,2006,4,3,34619,811925743956
2268.5366,1129,5436,71,1,77,2006,5,3,34619,811925743956
2238.5171,1132,4731,71,1,77,2006,6,3,34619,811925743956
2172.5974,1135,4731,71,1,77,2006,7,3,34619,811925743956
2251.3838,1124,4731,71,1,77,2006,4,3,34619,811925743956
2268.5366,1129,5436,71,1,77,2006,5,3,34619,811925743956
2238.5171,1132,4731,71,1,77,2006,6,3,34619,811925743956
2172.5974,1135,4731,71,1,77,2006,7,3,34619,811925743956
2257.4070,1124,5536,54,1,77,2006,4,3,34620,811925743957
2180.7407,1129,5536,54,1,77,2006,5,3,34620,811925743957
2254.5293,1132,7095,54,1,77,2006,6,3,34620,811925743957
2303.2170,1135,2662,54,1,77,2006,7,3,34620,811925743957
2257.4070,1124,5536,54,1,77,2006,4,3,34620,811925743957
2180.7407,1129,5536,54,1,77,2006,5,3,34620,811925743957
2254.5293,1132,7095,54,1,77,2006,6,3,34620,811925743957
2303.2170,1135,2662,54,1,77,2006,7,3,34620,811925743957
2298.9800,805,664,44,2,82,2006,4,3,34621,811925754086
2326.1018,809,664,44,2,82,2006,5,3,34621,811925754086
2300.8760,810,664,44,2,82,2006,6,3,34621,811925754086
