WHFNWGT,TFTOTINC,RFPOV,SSUSEQ,SROTATON,RHCALMN,RHCALYR,GVARSTR,GHLFSAM,GRGC,SSUID
5701.1221,9621,2918,37625,1,5,2011,8,1,43,916860000285
5669.2510,9621,2915,37625,1,6,2011,8,1,43,916860000285
5878.0664,15454,2917,37625,1,7,2011,8,1,43,916860000285
5873.7725,10846,2925,37625,1,8,2011,8,1,43,916860000285
5701.1221,9621,2918,37625,1,5,2011,8,1,43,916860000285
5669.2510,9621,2915,37625,1,6,2011,8,1,43,916860000285
5878.0664,15454,2917,37625,1,7,2011,8,1,43,916860000285
5873.7725,10846,2925,37625,1,8,2011,8,1,43,916860000285
5701.1221,9621,2918,37625,1,5,2011,8,1,43,916860000285
5669.2510,9621,2915,37625,1,6,2011,8,1,43,916860000285
5878.0664,15454,2917,37625,1,7,2011,8,1,43,916860000285
5873.7725,10846,2925,37625,1,8,2011,8,1,43,916860000285
5701.1221,9621,2918,37625,1,5,2011,8,1,43,916860000285
5669.2510,9621,2915,37625,1,6,2011,8,1,43,916860000285
5878.0664,15454,2917,37625,1,7,2011,8,1,43,916860000285
5873.7725,10846,2925,37625,1,8,2011,8,1,43,916860000285
5701.1221,9621,2918,37625,1,5,2011,8,1,43,916860000285
5669.2510,9621,2915,37625,1,6,2011,8,1,43,916860000285
5878.0664,15454,2917,37625,1,7,2011,8,1,43,916860000285
5873.7725,10846,2925,37625,1,8,2011,8,1,43,916860000285
5701.1221,9621,2918,37625,1,5,2011,8,1,43,916860000285
5669.2510,9621,2915,37625,1,6,2011,8,1,43,916860000285
5878.0664,15454,2917,37625,1,7,2011,8,1,43,916860000285
5873.7725,10846,2925,37625,1,8,2011,8,1,43,916860000285
5701.1221,9621,2918,37625,1,5,2011,8,1,43,916860000285
5669.2510,9621,2915,37625,1,6,2011,8,1,43,916860000285
5878.0664,15454,2917,37625,1,7,2011,8,1,43,916860000285
5873.7725,10846,2925,37625,1,8,2011,8,1,43,916860000285
5312.6572,7910,1909,37438,1,5,2011,8,1,43,916379000285
5264.5781,8677,1907,37438,1,6,2011,8,1,43,916379000285
5338.4497,8677,1908,37438,1,7,2011,8,1,43,916379000285
5352.3970,8677,1914,37438,1,8,2011,8,1,43,916379000285
5312.6572,7910,1909,37438,1,5,2011,8,1,43,916379000285
5264.5781,8677,1907,37438,1,6,2011,8,1,43,916379000285
5338.4497,8677,1908,37438,1,7,2011,8,1,43,916379000285
5352.3970,8677,1914,37438,1,8,2011,8,1,43,916379000285
5312.6572,7910,1909,37438,1,5,2011,8,1,43,916379000285
5264.5781,8677,1907,37438,1,6,2011,8,1,43,916379000285
5338.4497,8677,1908,37438,1,7,2011,8,1,43,916379000285
5352.3970,8677,1914,37438,1,8,2011,8,1,43,916379000285
5312.6572,7910,1909,37438,1,5,2011,8,1,43,916379000285
5264.5781,8677,1907,37438,1,6,2011,8,1,43,916379000285
5338.4497,8677,1908,37438,1,7,2011,8,1,43,916379000285
5352.3970,8677,1914,37438,1,8,2011,8,1,43,916379000285
5977.0620,2342,1260,37508,1,5,2011,8,1,43,916454000285
6065.1206,2342,1259,37508,1,6,2011,8,1,43,916454000285
6206.4282,2342,1260,37508,1,7,2011,8,1,43,916454000285
6003.6670,2342,1263,37508,1,8,2011,8,1,43,916454000285
5977.0620,2342,1260,37508,1,5,2011,8,1,43,916454000285
6065.1206,2342,1259,37508,1,6,2011,8,1,43,916454000285
6206.4282,2342,1260,37508,1,7,2011,8,1,43,916454000285
6003.6670,2342,1263,37508,1,8,2011,8,1,43,916454000285
3359.8684,0,979,37649,1,5,2011,8,1,58,916860451899
3282.1504,0,978,37649,1,6,2011,8,1,58,916860451899
3209.9050,0,979,37649,1,7,2011,8,1,58,916860451899
3218.6184,0,982,37649,1,8,2011,8,1,58,916860451899
2476.7141,511,903,37527,1,5,2011,8,1,58,916454451899
2460.4548,511,902,37527,1,6,2011,8,1,58,916454451899
2432.6648,511,902,37527,1,7,2011,8,1,58,916454451899
2495.8638,511,905,37527,1,8,2011,8,1,58,916454451899
2685.5127,601,903,37915,1,5,2011,8,1,70,916925451999
2680.7419,601,902,37915,1,6,2011,8,1,70,916925451999
2686.3457,601,902,37915,1,7,2011,8,1,70,916925451999
2696.1089,601,905,37915,1,8,2011,8,1,70,916925451999
