WHFNWGT,RFPOV,TFTOTINC,GRGC,GHLFSAM,GVARSTR,RHCALYR,RHCALMN,SROTATON,SSUSEQ,SSUID
1645.2969,1834,1697,68,2,10,2003,11,2,34615,808454754070
1660.1548,1832,1697,68,2,10,2003,12,2,34615,808454754070
1665.9098,1841,1699,68,2,10,2004,1,2,34615,808454754070
1652.9177,1851,1169,68,2,10,2004,2,2,34615,808454754070
1645.2969,1834,1697,68,2,10,2003,11,2,34615,808454754070
1660.1548,1832,1697,68,2,10,2003,12,2,34615,808454754070
1665.9098,1841,1699,68,2,10,2004,1,2,34615,808454754070
1652.9177,1851,1169,68,2,10,2004,2,2,34615,808454754070
1645.2969,1834,1697,68,2,10,2003,11,2,34615,808454754070
1660.1548,1832,1697,68,2,10,2003,12,2,34615,808454754070
1665.9098,1841,1699,68,2,10,2004,1,2,34615,808454754070
1652.9177,1851,1169,68,2,10,2004,2,2,34615,808454754070
1645.2969,1834,1697,68,2,10,2003,11,2,34615,808454754070
1660.1548,1832,1697,68,2,10,2003,12,2,34615,808454754070
1665.9098,1841,1699,68,2,10,2004,1,2,34615,808454754070
1652.9177,1851,1169,68,2,10,2004,2,2,34615,808454754070
1645.2969,1834,1697,68,2,10,2003,11,2,34615,808454754070
1660.1548,1832,1697,68,2,10,2003,12,2,34615,808454754070
1665.9098,1841,1699,68,2,10,2004,1,2,34615,808454754070
1652.9177,1851,1169,68,2,10,2004,2,2,34615,808454754070
1949.7841,1029,2304,42,2,96,2003,11,2,34616,808562000294
1970.5105,1028,2354,42,2,96,2003,12,2,34616,808562000294
1970.8086,1033,2604,42,2,96,2004,1,2,34616,808562000294
1941.5203,1039,2554,42,2,96,2004,2,2,34616,808562000294
1949.7841,1029,2304,42,2,96,2003,11,2,34616,808562000294
1970.5105,1028,2354,42,2,96,2003,12,2,34616,808562000294
1970.8086,1033,2604,42,2,96,2004,1,2,34616,808562000294
1941.5203,1039,2554,42,2,96,2004,2,2,34616,808562000294
1650.0748,1237,3799,51,1,10,2003,11,2,34617,808562074549
1653.8577,1236,3946,51,1,10,2003,12,2,34617,808562074549
1642.8259,1242,3799,51,1,10,2004,1,2,34617,808562074549
1645.8135,1249,3799,51,1,10,2004,2,2,34617,808562074549
1650.0748,1237,3799,51,1,10,2003,11,2,34617,808562074549
1653.8577,1236,3946,51,1,10,2003,12,2,34617,808562074549
1642.8259,1242,3799,51,1,10,2004,1,2,34617,808562074549
1645.8135,1249,3799,51,1,10,2004,2,2,34617,808562074549
1650.0748,1237,3799,51,1,10,2003,11,2,34617,808562074549
1653.8577,1236,3946,51,1,10,2003,12,2,34617,808562074549
1642.8259,1242,3799,51,1,10,2004,1,2,34617,808562074549
1645.8135,1249,3799,51,1,10,2004,2,2,34617,808562074549
1724.0361,1029,15112,67,1,10,2003,11,2,34618,808562074994
1533.6488,1028,12788,67,1,10,2003,12,2,34618,808562074994
1532.8738,1033,12512,67,1,10,2004,1,2,34618,808562074994
1531.4635,1039,11312,67,1,10,2004,2,2,34618,808562074994
1724.0361,1029,15112,67,1,10,2003,11,2,34618,808562074994
1533.6488,1028,12788,67,1,10,2003,12,2,34618,808562074994
1532.8738,1033,12512,67,1,10,2004,1,2,34618,808562074994
1531.4635,1039,11312,67,1,10,2004,2,2,34618,808562074994
1437.3052,929,1132,65,2,19,2003,11,2,34619,808562123029
1415.5530,928,1132,65,2,19,2003,12,2,34619,808562123029
1424.0052,933,1149,65,2,19,2004,1,2,34619,808562123029
1483.1534,938,1149,65,2,19,2004,2,2,34619,808562123029
1437.3052,929,1132,65,2,19,2003,11,2,34619,808562123029
1415.5530,928,1132,65,2,19,2003,12,2,34619,808562123029
1424.0052,933,1149,65,2,19,2004,1,2,34619,808562123029
1483.1534,938,1149,65,2,19,2004,2,2,34619,808562123029
1461.1875,737,1826,78,2,19,2003,11,2,34620,808562123319
1454.6233,736,1826,78,2,19,2003,12,2,34620,808562123319
1442.9735,740,1834,78,2,19,2004,1,2,34620,808562123319
1434.4615,744,1834,78,2,19,2004,2,2,34620,808562123319
1453.6210,737,1425,53,2,19,2003,11,2,34621,808562123482
1438.3717,736,1425,53,2,19,2003,12,2,34621,808562123482
1451.5007,740,1435,53,2,19,2004,1,2,34621,808562123482
1449.1383,744,1435,53,2,19,2004,2,2,34621,808562123482
978.8859,929,918,57,2,19,2003,11,2,34622,808562123553
979.8551,928,918,57,2,19,2003,12,2,34622,808562123553
966.8222,933,918,57,2,19,2004,1,2,34622,808562123553
955.4948,938,918,57,2,19,2004,2,2,34622,808562123553
978.8859,929,918,57,2,19,2003,11,2,34622,808562123553
979.8551,928,918,57,2,19,2003,12,2,34622,808562123553
966.8222,933,918,57,2,19,2004,1,2,34622,808562123553
955.4948,938,918,57,2,19,2004,2,2,34622,808562123553
972.0553,737,695,61,2,19,2003,11,2,34623,808562123655
952.0103,736,695,61,2,19,2003,12,2,34623,808562123655
959.6769,740,695,61,2,19,2004,1,2,34623,808562123655
955.9660,744,695,61,2,19,2004,2,2,34623,808562123655
1083.1389,1202,5892,29,1,66,2003,11,2,34624,808562332932
1046.2400,1201,6259,29,1,66,2003,12,2,34624,808562332932
1055.8228,1207,5879,29,1,66,2004,1,2,34624,808562332932
1048.1643,1214,5756,29,1,66,2004,2,2,34624,808562332932
1083.1389,1202,5892,29,1,66,2003,11,2,34624,808562332932
1046.2400,1201,6259,29,1,66,2003,12,2,34624,808562332932
1055.8228,1207,5879,29,1,66,2004,1,2,34624,808562332932
1048.1643,1214,5756,29,1,66,2004,2,2,34624,808562332932
1083.1389,1202,5892,29,1,66,2003,11,2,34624,808562332932
1046.2400,1201,6259,29,1,66,2003,12,2,34624,808562332932
1055.8228,1207,5879,29,1,66,2004,1,2,34624,808562332932
1048.1643,1214,5756,29,1,66,2004,2,2,34624,808562332932
1005.1039,800,3083,58,1,19,2003,11,2,34625,808562651173
1014.5320,799,3083,58,1,19,2003,12,2,34625,808562651173
1010.2108,803,3083,58,1,19,2004,1,2,34625,808562651173
1038.0336,807,3083,58,1,19,2004,2,2,34625,808562651173
1588.8450,1029,3000,66,1,19,2003,11,2,34626,808562651894
1619.5950,1028,3000,66,1,19,2003,12,2,34626,808562651894
1633.2559,1033,3000,66,1,19,2004,1,2,34626,808562651894
1655.4548,1039,3000,66,1,19,2004,2,2,34626,808562651894
1588.8450,1029,3000,66,1,19,2003,11,2,34626,808562651894
1619.5950,1028,3000,66,1,19,2003,12,2,34626,808562651894
1633.2559,1033,3000,66,1,19,2004,1,2,34626,808562651894
