WHFNWGT,TFTOTINC,RFPOV,SSUSEQ,SROTATON,RHCALMN,RHCALYR,GVARSTR,GHLFSAM,GRGC,SSUID
5239.3145,9231,2817,37625,1,5,2010,8,1,43,916860000285
5151.9658,9231,2815,37625,1,6,2010,8,1,43,916860000285
4982.6572,9231,2815,37625,1,7,2010,8,1,43,916860000285
5000.2202,9231,2819,37625,1,8,2010,8,1,43,916860000285
5239.3145,9231,2817,37625,1,5,2010,8,1,43,916860000285
5151.9658,9231,2815,37625,1,6,2010,8,1,43,916860000285
4982.6572,9231,2815,37625,1,7,2010,8,1,43,916860000285
5000.2202,9231,2819,37625,1,8,2010,8,1,43,916860000285
5239.3145,9231,2817,37625,1,5,2010,8,1,43,916860000285
5151.9658,9231,2815,37625,1,6,2010,8,1,43,916860000285
4982.6572,9231,2815,37625,1,7,2010,8,1,43,916860000285
5000.2202,9231,2819,37625,1,8,2010,8,1,43,916860000285
5239.3145,9231,2817,37625,1,5,2010,8,1,43,916860000285
5151.9658,9231,2815,37625,1,6,2010,8,1,43,916860000285
4982.6572,9231,2815,37625,1,7,2010,8,1,43,916860000285
5000.2202,9231,2819,37625,1,8,2010,8,1,43,916860000285
5239.3145,9231,2817,37625,1,5,2010,8,1,43,916860000285
5151.9658,9231,2815,37625,1,6,2010,8,1,43,916860000285
4982.6572,9231,2815,37625,1,7,2010,8,1,43,916860000285
5000.2202,9231,2819,37625,1,8,2010,8,1,43,916860000285
5239.3145,9231,2817,37625,1,5,2010,8,1,43,916860000285
5151.9658,9231,2815,37625,1,6,2010,8,1,43,916860000285
4982.6572,9231,2815,37625,1,7,2010,8,1,43,916860000285
5000.2202,9231,2819,37625,1,8,2010,8,1,43,916860000285
5239.3145,9231,2817,37625,1,5,2010,8,1,43,916860000285
5151.9658,9231,2815,37625,1,6,2010,8,1,43,916860000285
4982.6572,9231,2815,37625,1,7,2010,8,1,43,916860000285
5000.2202,9231,2819,37625,1,8,2010,8,1,43,916860000285
4616.8281,3208,1463,37438,1,5,2010,8,1,43,916379000285
4436.7407,3208,1461,37438,1,6,2010,8,1,43,916379000285
4384.0405,3208,1462,37438,1,7,2010,8,1,43,916379000285
4460.1260,3208,1464,37438,1,8,2010,8,1,43,916379000285
4616.8281,3208,1463,37438,1,5,2010,8,1,43,916379000285
4436.7407,3208,1461,37438,1,6,2010,8,1,43,916379000285
4384.0405,3208,1462,37438,1,7,2010,8,1,43,916379000285
4460.1260,3208,1464,37438,1,8,2010,8,1,43,916379000285
4616.8281,3208,1463,37438,1,5,2010,8,1,43,916379000285
4436.7407,3208,1461,37438,1,6,2010,8,1,43,916379000285
4384.0405,3208,1462,37438,1,7,2010,8,1,43,916379000285
4460.1260,3208,1464,37438,1,8,2010,8,1,43,916379000285
5072.2441,7875,1422,37508,1,5,2010,8,1,43,916454000285
4985.9688,7875,1420,37508,1,6,2010,8,1,43,916454000285
4850.8154,7875,1421,37508,1,7,2010,8,1,43,916454000285
4906.8789,7875,1422,37508,1,8,2010,8,1,43,916454000285
5072.2441,7875,1422,37508,1,5,2010,8,1,43,916454000285
4985.9688,7875,1420,37508,1,6,2010,8,1,43,916454000285
4850.8154,7875,1421,37508,1,7,2010,8,1,43,916454000285
4906.8789,7875,1422,37508,1,8,2010,8,1,43,916454000285
5072.2441,7875,1422,37508,1,5,2010,8,1,43,916454000285
4985.9688,7875,1420,37508,1,6,2010,8,1,43,916454000285
4850.8154,7875,1421,37508,1,7,2010,8,1,43,916454000285
4906.8789,7875,1422,37508,1,8,2010,8,1,43,916454000285
3288.5415,-1059,946,37649,1,5,2010,8,1,58,916860451899
3213.6931,-1324,945,37649,1,6,2010,8,1,58,916860451899
3306.7512,-1059,945,37649,1,7,2010,8,1,58,916860451899
3309.0957,-1059,946,37649,1,8,2010,8,1,58,916860451899
2013.1313,2907,1099,37527,1,5,2010,8,1,58,916454451899
2048.7085,2907,1097,37527,1,6,2010,8,1,58,916454451899
2241.0757,2907,1098,37527,1,7,2010,8,1,58,916454451899
2013.1313,2907,1099,37527,1,5,2010,8,1,58,916454451899
2048.7085,2907,1097,37527,1,6,2010,8,1,58,916454451899
2241.0757,2907,1098,37527,1,7,2010,8,1,58,916454451899
2078.5396,511,872,37527,1,8,2010,8,1,58,916454451899
2510.0422,601,871,37915,1,5,2010,8,1,70,916925451999
2486.7527,601,871,37915,1,6,2010,8,1,70,916925451999
2530.2886,601,871,37915,1,7,2010,8,1,70,916925451999
2502.2117,601,872,37915,1,8,2010,8,1,70,916925451999
3522.5520,996,946,37915,1,5,2010,8,1,70,916925451999
3645.5950,996,945,37915,1,6,2010,8,1,70,916925451999
3668.7463,996,945,37915,1,7,2010,8,1,70,916925451999
3673.4634,996,946,37915,1,8,2010,8,1,70,916925451999
5370.1426,13750,1464,12429,4,8,2010,8,1,47,404860000285
5560.5610,13750,1465,12429,4,9,2010,8,1,47,404860000285
5556.0620,13750,1466,12429,4,10,2010,8,1,47,404860000285
5813.0981,13750,1467,12429,4,11,2010,8,1,47,404860000285
5370.1426,13750,1464,12429,4,8,2010,8,1,47,404860000285
5560.5610,13750,1465,12429,4,9,2010,8,1,47,404860000285
5556.0620,13750,1466,12429,4,10,2010,8,1,47,404860000285
5813.0981,13750,1467,12429,4,11,2010,8,1,47,404860000285
5370.1426,13750,1464,12429,4,8,2010,8,1,47,404860000285
5560.5610,13750,1465,12429,4,9,2010,8,1,47,404860000285
5556.0620,13750,1466,12429,4,10,2010,8,1,47,404860000285
5813.0981,13750,1467,12429,4,11,2010,8,1,47,404860000285
5484.7837,7364,1422,12249,4,8,2010,8,1,47,404379000285
5339.8613,6004,1423,12249,4,9,2010,8,1,47,404379000285
5373.4126,6004,1425,12249,4,10,2010,8,1,47,404379000285
5466.9155,6004,1426,12249,4,11,2010,8,1,47,404379000285
5484.7837,7364,1422,12249,4,8,2010,8,1,47,404379000285
5339.8613,6004,1423,12249,4,9,2010,8,1,47,404379000285
5373.4126,6004,1425,12249,4,10,2010,8,1,47,404379000285
5466.9155,6004,1426,12249,4,11,2010,8,1,47,404379000285
5484.7837,0,946,12249,4,8,2010,8,1,47,404379000285
5339.8613,0,947,12249,4,9,2010,8,1,47,404379000285
5373.4126,0,948,12249,4,10,2010,8,1,47,404379000285
5466.9155,0,948,12249,4,11,2010,8,1,47,404379000285
5484.7837,7364,1422,12249,4,8,2010,8,1,47,404379000285
5339.8613,6004,1423,12249,4,9,2010,8,1,47,404379000285
5373.4126,6004,1425,12249,4,10,2010,8,1,47,404379000285
5466.9155,6004,1426,12249,4,11,2010,8,1,47,404379000285
5306.9307,8650,1844,12041,4,8,2010,8,1,47,404133000285
5414.1577,8650,1845,12041,4,9,2010,8,1,47,404133000285
5364.3408,8650,1848,12041,4,10,2010,8,1,47,404133000285
5472.1738,8650,1848,12041,4,11,2010,8,1,47,404133000285
5306.9307,8650,1844,12041,4,8,2010,8,1,47,404133000285
5414.1577,8650,1845,12041,4,9,2010,8,1,47,404133000285
5364.3408,8650,1848,12041,4,10,2010,8,1,47,404133000285
5472.1738,8650,1848,12041,4,11,2010,8,1,47,404133000285
5306.9307,8650,1844,12041,4,8,2010,8,1,47,404133000285
5414.1577,8650,1845,12041,4,9,2010,8,1,47,404133000285
5364.3408,8650,1848,12041,4,10,2010,8,1,47,404133000285
5472.1738,8650,1848,12041,4,11,2010,8,1,47,404133000285
5306.9307,8650,1844,12041,4,8,2010,8,1,47,404133000285
5414.1577,8650,1845,12041,4,9,2010,8,1,47,404133000285
5364.3408,8650,1848,12041,4,10,2010,8,1,47,404133000285
5472.1738,8650,1848,12041,4,11,2010,8,1,47,404133000285
5473.7622,908,1844,12320,4,8,2010,8,1,47,404454000285
5584.3599,1100,1845,12320,4,9,2010,8,1,47,404454000285
5532.9756,600,1848,12320,4,10,2010,8,1,47,404454000285
5644.1987,600,1848,12320,4,11,2010,8,1,47,404454000285
5473.7622,908,1844,12320,4,8,2010,8,1,47,404454000285
5584.3599,1100,1845,12320,4,9,2010,8,1,47,404454000285
5532.9756,600,1848,12320,4,10,2010,8,1,47,404454000285
5644.1987,600,1848,12320,4,11,2010,8,1,47,404454000285
5473.7622,908,1844,12320,4,8,2010,8,1,47,404454000285
5584.3599,1100,1845,12320,4,9,2010,8,1,47,404454000285
5532.9756,600,1848,12320,4,10,2010,8,1,47,404454000285
5644.1987,600,1848,12320,4,11,2010,8,1,47,404454000285
5473.7622,908,1844,12320,4,8,2010,8,1,47,404454000285
5584.3599,1100,1845,12320,4,9,2010,8,1,47,404454000285
5532.9756,600,1848,12320,4,10,2010,8,1,47,404454000285
5644.1987,600,1848,12320,4,11,2010,8,1,47,404454000285
3991.8896,4626,2293,37648,1,5,2010,101,1,101,916860451534
3938.7764,5790,2291,37648,1,6,2010,101,1,101,916860451534
3830.7095,5319,2259,37648,1,7,2010,101,1,101,916860451534
3816.2764,5319,2262,37648,1,8,2010,101,1,101,916860451534
3991.8896,4626,2293,37648,1,5,2010,101,1,101,916860451534
3938.7764,5790,2291,37648,1,6,2010,101,1,101,916860451534
3830.7095,5319,2259,37648,1,7,2010,101,1,101,916860451534
3816.2764,5319,2262,37648,1,8,2010,101,1,101,916860451534
3991.8896,4626,2293,37648,1,5,2010,101,1,101,916860451534
3938.7764,5790,2291,37648,1,6,2010,101,1,101,916860451534
3830.7095,5319,2259,37648,1,7,2010,101,1,101,916860451534
3816.2764,5319,2262,37648,1,8,2010,101,1,101,916860451534
3991.8896,4626,2293,37648,1,5,2010,101,1,101,916860451534
3938.7764,5790,2291,37648,1,6,2010,101,1,101,916860451534
3830.7095,5319,2259,37648,1,7,2010,101,1,101,916860451534
3816.2764,5319,2262,37648,1,8,2010,101,1,101,916860451534
3991.8896,4626,2293,37648,1,5,2010,101,1,101,916860451534
3938.7764,5790,2291,37648,1,6,2010,101,1,101,916860451534
3830.7095,5319,2259,37648,1,7,2010,101,1,101,916860451534
3816.2764,5319,2262,37648,1,8,2010,101,1,101,916860451534
4883.0205,6061,1843,37240,1,5,2010,101,1,101,916133451534
4830.4824,6061,1841,37240,1,6,2010,101,1,101,916133451534
4810.5781,6061,1842,37240,1,7,2010,101,1,101,916133451534
4831.0566,6061,1844,37240,1,8,2010,101,1,101,916133451534
4883.0205,6061,1843,37240,1,5,2010,101,1,101,916133451534
4830.4824,6061,1841,37240,1,6,2010,101,1,101,916133451534
4810.5781,6061,1842,37240,1,7,2010,101,1,101,916133451534
4831.0566,6061,1844,37240,1,8,2010,101,1,101,916133451534
4883.0205,6061,1843,37240,1,5,2010,101,1,101,916133451534
4830.4824,6061,1841,37240,1,6,2010,101,1,101,916133451534
4810.5781,6061,1842,37240,1,7,2010,101,1,101,916133451534
4831.0566,6061,1844,37240,1,8,2010,101,1,101,916133451534
4883.0205,6061,1843,37240,1,5,2010,101,1,101,916133451534
4830.4824,6061,1841,37240,1,6,2010,101,1,101,916133451534
4810.5781,6061,1842,37240,1,7,2010,101,1,101,916133451534
4831.0566,6061,1844,37240,1,8,2010,101,1,101,916133451534
3843.2085,4381,1217,37526,1,5,2010,101,1,101,916454451534
3856.4731,4381,1216,37526,1,6,2010,101,1,101,916454451534
4145.0059,5226,1421,37526,1,7,2010,101,1,101,916454451534
4201.5059,5226,1422,37526,1,8,2010,101,1,101,916454451534
