WHFNWGT,TFTOTINC,RFPOV,SSUSEQ,SROTATON,RHCALMN,RHCALYR,GVARSTR,GHLFSAM,GRGC,SSUID
4535.3271,73656,2538,29893,1,5,2008,44,1,48,730133469860
4531.6133,75256,2564,29893,1,6,2008,44,1,48,730133469860
4484.6694,73656,2577,29893,1,7,2008,44,1,48,730133469860
4645.1172,20273,2567,29893,1,8,2008,44,1,48,730133469860
4535.3271,73656,2538,29893,1,5,2008,44,1,48,730133469860
4531.6133,75256,2564,29893,1,6,2008,44,1,48,730133469860
4484.6694,73656,2577,29893,1,7,2008,44,1,48,730133469860
4645.1172,20273,2567,29893,1,8,2008,44,1,48,730133469860
4535.3271,73656,2538,29893,1,5,2008,44,1,48,730133469860
4531.6133,75256,2564,29893,1,6,2008,44,1,48,730133469860
4484.6694,73656,2577,29893,1,7,2008,44,1,48,730133469860
4645.1172,20273,2567,29893,1,8,2008,44,1,48,730133469860
4535.3271,73656,2538,29893,1,5,2008,44,1,48,730133469860
4531.6133,75256,2564,29893,1,6,2008,44,1,48,730133469860
4484.6694,73656,2577,29893,1,7,2008,44,1,48,730133469860
4645.1172,20273,2567,29893,1,8,2008,44,1,48,730133469860
4535.3271,73656,2538,29893,1,5,2008,44,1,48,730133469860
4531.6133,75256,2564,29893,1,6,2008,44,1,48,730133469860
4484.6694,73656,2577,29893,1,7,2008,44,1,48,730133469860
4645.1172,20273,2567,29893,1,8,2008,44,1,48,730133469860
2270.0571,2106,2120,29894,1,5,2008,16,1,37,730133651334
2239.0762,2106,2142,29894,1,6,2008,16,1,37,730133651334
2156.9033,2106,2153,29894,1,7,2008,16,1,37,730133651334
2202.1104,2106,2144,29894,1,8,2008,16,1,37,730133651334
2270.0571,2106,2120,29894,1,5,2008,16,1,37,730133651334
2239.0762,2106,2142,29894,1,6,2008,16,1,37,730133651334
2156.9033,2106,2153,29894,1,7,2008,16,1,37,730133651334
2202.1104,2106,2144,29894,1,8,2008,16,1,37,730133651334
2270.0571,2106,2120,29894,1,5,2008,16,1,37,730133651334
2239.0762,2106,2142,29894,1,6,2008,16,1,37,730133651334
2156.9033,2106,2153,29894,1,7,2008,16,1,37,730133651334
2202.1104,2106,2144,29894,1,8,2008,16,1,37,730133651334
2270.0571,2106,2120,29894,1,5,2008,16,1,37,730133651334
2239.0762,2106,2142,29894,1,6,2008,16,1,37,730133651334
2156.9033,2106,2153,29894,1,7,2008,16,1,37,730133651334
2202.1104,2106,2144,29894,1,8,2008,16,1,37,730133651334
2270.0571,2106,2120,29894,1,5,2008,16,1,37,730133651334
2239.0762,2106,2142,29894,1,6,2008,16,1,37,730133651334
2156.9033,2106,2153,29894,1,7,2008,16,1,37,730133651334
2202.1104,2106,2144,29894,1,8,2008,16,1,37,730133651334
2572.0105,4399,1244,29895,1,5,2008,63,1,53,730133651568
2598.3787,4399,1256,29895,1,6,2008,63,1,53,730133651568
2619.9856,4399,1263,29895,1,7,2008,63,1,53,730133651568
2719.5605,4399,1258,29895,1,8,2008,63,1,53,730133651568
2572.0105,4399,1244,29895,1,5,2008,63,1,53,730133651568
2598.3787,4399,1256,29895,1,6,2008,63,1,53,730133651568
2619.9856,4399,1263,29895,1,7,2008,63,1,53,730133651568
2719.5605,4399,1258,29895,1,8,2008,63,1,53,730133651568
3509.5127,1544,2797,29896,1,5,2008,83,2,47,730133667334
3426.7122,1544,2826,29896,1,6,2008,83,2,47,730133667334
3404.8582,1544,2840,29896,1,7,2008,83,2,47,730133667334
3373.7915,1544,2829,29896,1,8,2008,83,2,47,730133667334
3509.5127,1544,2797,29896,1,5,2008,83,2,47,730133667334
3426.7122,1544,2826,29896,1,6,2008,83,2,47,730133667334
3404.8582,1544,2840,29896,1,7,2008,83,2,47,730133667334
3373.7915,1544,2829,29896,1,8,2008,83,2,47,730133667334
3509.5127,1544,2797,29896,1,5,2008,83,2,47,730133667334
3426.7122,1544,2826,29896,1,6,2008,83,2,47,730133667334
3404.8582,1544,2840,29896,1,7,2008,83,2,47,730133667334
3373.7915,1544,2829,29896,1,8,2008,83,2,47,730133667334
3509.5127,2095,939,29896,1,5,2008,83,2,47,730133667334
3426.7122,2078,948,29896,1,6,2008,83,2,47,730133667334
3404.8582,2078,953,29896,1,7,2008,83,2,47,730133667334
3373.7915,2078,949,29896,1,8,2008,83,2,47,730133667334
3509.5127,1544,2797,29896,1,5,2008,83,2,47,730133667334
3426.7122,1544,2826,29896,1,6,2008,83,2,47,730133667334
3404.8582,1544,2840,29896,1,7,2008,83,2,47,730133667334
3373.7915,1544,2829,29896,1,8,2008,83,2,47,730133667334
3509.5127,1544,2797,29896,1,5,2008,83,2,47,730133667334
3426.7122,1544,2826,29896,1,6,2008,83,2,47,730133667334
3404.8582,1544,2840,29896,1,7,2008,83,2,47,730133667334
3373.7915,1544,2829,29896,1,8,2008,83,2,47,730133667334
3509.5127,1544,2797,29896,1,5,2008,83,2,47,730133667334
3426.7122,1544,2826,29896,1,6,2008,83,2,47,730133667334
3404.8582,1544,2840,29896,1,7,2008,83,2,47,730133667334
3373.7915,1544,2829,29896,1,8,2008,83,2,47,730133667334
3509.5127,1544,2797,29896,1,5,2008,83,2,47,730133667334
3426.7122,1544,2826,29896,1,6,2008,83,2,47,730133667334
3404.8582,1544,2840,29896,1,7,2008,83,2,47,730133667334
3373.7915,1544,2829,29896,1,8,2008,83,2,47,730133667334
3497.6382,9249,1452,29897,1,5,2008,83,2,79,730133667647
3514.1624,9249,1467,29897,1,6,2008,83,2,79,730133667647
3548.5010,9249,1475,29897,1,7,2008,83,2,79,730133667647
3570.1543,9249,1469,29897,1,8,2008,83,2,79,730133667647
3497.6382,9249,1452,29897,1,5,2008,83,2,79,730133667647
3514.1624,9249,1467,29897,1,6,2008,83,2,79,730133667647
3548.5010,9249,1475,29897,1,7,2008,83,2,79,730133667647
3570.1543,9249,1469,29897,1,8,2008,83,2,79,730133667647
