WHFNWGT,TFTOTINC,RFPOV,SSUSEQ,SROTATON,RHCALMN,RHCALYR,GVARSTR,GHLFSAM,GRGC,SSUID
4764.6875,150,939,19924,4,10,2008,93,2,18,557925437061
4774.4604,320,921,19924,4,11,2008,93,2,18,557925437061
4883.8213,7098,2567,19925,4,8,2008,93,2,35,557925437189
4812.1548,7098,2564,19925,4,9,2008,93,2,35,557925437189
4790.6191,7098,2538,19925,4,10,2008,93,2,35,557925437189
4780.9443,7098,2489,19925,4,11,2008,93,2,35,557925437189
4883.8213,7098,2567,19925,4,8,2008,93,2,35,557925437189
4812.1548,7098,2564,19925,4,9,2008,93,2,35,557925437189
4790.6191,7098,2538,19925,4,10,2008,93,2,35,557925437189
4780.9443,7098,2489,19925,4,11,2008,93,2,35,557925437189
4883.8213,7098,2567,19925,4,8,2008,93,2,35,557925437189
4812.1548,7098,2564,19925,4,9,2008,93,2,35,557925437189
4790.6191,7098,2538,19925,4,10,2008,93,2,35,557925437189
4780.9443,7098,2489,19925,4,11,2008,93,2,35,557925437189
4883.8213,7098,2567,19925,4,8,2008,93,2,35,557925437189
4812.1548,7098,2564,19925,4,9,2008,93,2,35,557925437189
4790.6191,7098,2538,19925,4,10,2008,93,2,35,557925437189
4780.9443,7098,2489,19925,4,11,2008,93,2,35,557925437189
4883.8213,7098,2567,19925,4,8,2008,93,2,35,557925437189
4812.1548,7098,2564,19925,4,9,2008,93,2,35,557925437189
4790.6191,7098,2538,19925,4,10,2008,93,2,35,557925437189
4780.9443,7098,2489,19925,4,11,2008,93,2,35,557925437189
4883.8213,7098,2567,19925,4,8,2008,93,2,35,557925437189
4812.1548,7098,2564,19925,4,9,2008,93,2,35,557925437189
4790.6191,7098,2538,19925,4,10,2008,93,2,35,557925437189
4780.9443,7098,2489,19925,4,11,2008,93,2,35,557925437189
4415.0576,3510,949,19926,4,8,2008,5,2,101,557925437195
4514.7017,6010,948,19926,4,9,2008,5,2,101,557925437195
4520.7783,10010,939,19926,4,10,2008,5,2,101,557925437195
4508.9580,4610,921,19926,4,11,2008,5,2,101,557925437195
2996.4924,5417,2438,19927,4,8,2008,20,2,88,557925437210
2982.0684,5417,2435,19927,4,9,2008,20,2,88,557925437210
2960.4331,5417,2410,19927,4,10,2008,20,2,88,557925437210
2946.4656,5417,2364,19927,4,11,2008,20,2,88,557925437210
2996.4924,5417,2438,19927,4,8,2008,20,2,88,557925437210
2982.0684,5417,2435,19927,4,9,2008,20,2,88,557925437210
2960.4331,5417,2410,19927,4,10,2008,20,2,88,557925437210
2946.4656,5417,2364,19927,4,11,2008,20,2,88,557925437210
2996.4924,5417,2438,19927,4,8,2008,20,2,88,557925437210
2982.0684,5417,2435,19927,4,9,2008,20,2,88,557925437210
2960.4331,5417,2410,19927,4,10,2008,20,2,88,557925437210
2946.4656,5417,2364,19927,4,11,2008,20,2,88,557925437210
2996.4924,5417,2438,19927,4,8,2008,20,2,88,557925437210
2982.0684,5417,2435,19927,4,9,2008,20,2,88,557925437210
2960.4331,5417,2410,19927,4,10,2008,20,2,88,557925437210
2946.4656,5417,2364,19927,4,11,2008,20,2,88,557925437210
2996.4924,5417,2438,19927,4,8,2008,20,2,88,557925437210
2982.0684,5417,2435,19927,4,9,2008,20,2,88,557925437210
2960.4331,5417,2410,19927,4,10,2008,20,2,88,557925437210
2946.4656,5417,2364,19927,4,11,2008,20,2,88,557925437210
2996.4924,5417,2438,19927,4,8,2008,20,2,88,557925437210
2982.0684,5417,2435,19927,4,9,2008,20,2,88,557925437210
2960.4331,5417,2410,19927,4,10,2008,20,2,88,557925437210
2946.4656,5417,2364,19927,4,11,2008,20,2,88,557925437210
4596.9600,2702,949,19928,4,8,2008,104,2,56,557925437229
4617.0254,2702,948,19928,4,9,2008,104,2,56,557925437229
4600.1304,2702,939,19928,4,10,2008,104,2,56,557925437229
4595.9282,2702,921,19928,4,11,2008,104,2,56,557925437229
3551.8765,10737,1851,19929,4,8,2008,5,2,83,557925437232
3559.5071,10737,1848,19929,4,9,2008,5,2,83,557925437232
3554.1404,10737,1829,19929,4,10,2008,5,2,83,557925437232
3564.7332,10737,1794,19929,4,11,2008,5,2,83,557925437232
3551.8765,10737,1851,19929,4,8,2008,5,2,83,557925437232
3559.5071,10737,1848,19929,4,9,2008,5,2,83,557925437232
3554.1404,10737,1829,19929,4,10,2008,5,2,83,557925437232
3564.7332,10737,1794,19929,4,11,2008,5,2,83,557925437232
3551.8765,10737,1851,19929,4,8,2008,5,2,83,557925437232
3559.5071,10737,1848,19929,4,9,2008,5,2,83,557925437232
3554.1404,10737,1829,19929,4,10,2008,5,2,83,557925437232
3564.7332,10737,1794,19929,4,11,2008,5,2,83,557925437232
3551.8765,10737,1851,19929,4,8,2008,5,2,83,557925437232
3559.5071,10737,1848,19929,4,9,2008,5,2,83,557925437232
3554.1404,10737,1829,19929,4,10,2008,5,2,83,557925437232
3564.7332,10737,1794,19929,4,11,2008,5,2,83,557925437232
3190.1182,8349,1222,19930,4,8,2008,20,2,29,557925437386
3124.0510,8349,1220,19930,4,9,2008,20,2,29,557925437386
3146.2700,8349,1208,19930,4,10,2008,20,2,29,557925437386
3150.4199,8349,1185,19930,4,11,2008,20,2,29,557925437386
3190.1182,8349,1222,19930,4,8,2008,20,2,29,557925437386
3124.0510,8349,1220,19930,4,9,2008,20,2,29,557925437386
3146.2700,8349,1208,19930,4,10,2008,20,2,29,557925437386
3150.4199,8349,1185,19930,4,11,2008,20,2,29,557925437386
3684.7107,10034,1469,19931,4,8,2008,5,1,97,557925437388
3743.9365,10034,1467,19931,4,9,2008,5,1,97,557925437388
3747.9680,10034,1452,19931,4,10,2008,5,1,97,557925437388
3693.9021,10034,1424,19931,4,11,2008,5,1,97,557925437388
3684.7107,10034,1469,19931,4,8,2008,5,1,97,557925437388
3743.9365,10034,1467,19931,4,9,2008,5,1,97,557925437388
3747.9680,10034,1452,19931,4,10,2008,5,1,97,557925437388
3693.9021,10034,1424,19931,4,11,2008,5,1,97,557925437388
3684.7107,10034,1469,19931,4,8,2008,5,1,97,557925437388
3743.9365,10034,1467,19931,4,9,2008,5,1,97,557925437388
3747.9680,10034,1452,19931,4,10,2008,5,1,97,557925437388
3693.9021,10034,1424,19931,4,11,2008,5,1,97,557925437388
4255.9692,4932,949,19932,4,8,2008,20,1,33,557925437402
4351.4580,4932,948,19932,4,9,2008,20,1,33,557925437402
4461.3550,4932,939,19932,4,10,2008,20,1,33,557925437402
4335.1968,4932,921,19932,4,11,2008,20,1,33,557925437402
3892.2891,14279,1103,19933,4,8,2008,22,1,41,557925437759
3832.5183,14279,1102,19933,4,9,2008,22,1,41,557925437759
3880.8318,14279,1090,19933,4,10,2008,22,1,41,557925437759
3816.9556,14279,1070,19933,4,11,2008,22,1,41,557925437759
3892.2891,14279,1103,19933,4,8,2008,22,1,41,557925437759
3832.5183,14279,1102,19933,4,9,2008,22,1,41,557925437759
3880.8318,14279,1090,19933,4,10,2008,22,1,41,557925437759
3816.9556,14279,1070,19933,4,11,2008,22,1,41,557925437759
3598.5547,3697,1258,19934,4,8,2008,42,2,91,557925437891
3585.0566,3697,1256,19934,4,9,2008,42,2,91,557925437891
3583.1431,3697,1243,19934,4,10,2008,42,2,91,557925437891
3613.4294,3697,1220,19934,4,11,2008,42,2,91,557925437891
3598.5547,3697,1258,19934,4,8,2008,42,2,91,557925437891
3585.0566,3697,1256,19934,4,9,2008,42,2,91,557925437891
3583.1431,3697,1243,19934,4,10,2008,42,2,91,557925437891
3613.4294,3697,1220,19934,4,11,2008,42,2,91,557925437891
3661.5337,1107,875,19935,4,8,2008,34,1,17,557925444020
3707.5691,1107,874,19935,4,9,2008,34,1,17,557925444020
3730.4045,1107,865,19935,4,10,2008,34,1,17,557925444020
3726.3528,1107,849,19935,4,11,2008,34,1,17,557925444020
3673.6753,7413,1851,19936,4,8,2008,63,2,89,557925444085
3744.2639,7413,1848,19936,4,9,2008,63,2,89,557925444085
3742.3499,8354,1829,19936,4,10,2008,63,2,89,557925444085
3683.0752,7413,1794,19936,4,11,2008,63,2,89,557925444085
3673.6753,7413,1851,19936,4,8,2008,63,2,89,557925444085
3744.2639,7413,1848,19936,4,9,2008,63,2,89,557925444085
3742.3499,8354,1829,19936,4,10,2008,63,2,89,557925444085
3683.0752,7413,1794,19936,4,11,2008,63,2,89,557925444085
3673.6753,7413,1851,19936,4,8,2008,63,2,89,557925444085
3744.2639,7413,1848,19936,4,9,2008,63,2,89,557925444085
3742.3499,8354,1829,19936,4,10,2008,63,2,89,557925444085
3683.0752,7413,1794,19936,4,11,2008,63,2,89,557925444085
3673.6753,7413,1851,19936,4,8,2008,63,2,89,557925444085
3744.2639,7413,1848,19936,4,9,2008,63,2,89,557925444085
3742.3499,8354,1829,19936,4,10,2008,63,2,89,557925444085
3683.0752,7413,1794,19936,4,11,2008,63,2,89,557925444085
3388.2153,1944,1103,19937,4,8,2008,34,2,25,557925444098
3424.7329,1944,1102,19937,4,9,2008,34,2,25,557925444098
3307.6392,1944,1090,19937,4,10,2008,34,2,25,557925444098
3279.8240,1944,1070,19937,4,11,2008,34,2,25,557925444098
3388.2153,1944,1103,19937,4,8,2008,34,2,25,557925444098
3424.7329,1944,1102,19937,4,9,2008,34,2,25,557925444098
3307.6392,1944,1090,19937,4,10,2008,34,2,25,557925444098
3279.8240,1944,1070,19937,4,11,2008,34,2,25,557925444098
3394.0574,7694,1103,19938,4,8,2008,63,2,85,557925444127
3453.0549,7694,1102,19938,4,9,2008,63,2,85,557925444127
3398.9839,7694,1090,19938,4,10,2008,63,2,85,557925444127
3320.2891,7694,1070,19938,4,11,2008,63,2,85,557925444127
3394.0574,7694,1103,19938,4,8,2008,63,2,85,557925444127
3453.0549,7694,1102,19938,4,9,2008,63,2,85,557925444127
3398.9839,7694,1090,19938,4,10,2008,63,2,85,557925444127
3320.2891,7694,1070,19938,4,11,2008,63,2,85,557925444127
3951.3779,5412,1222,19939,4,8,2008,93,2,14,557925444160
3924.1047,5412,1220,19939,4,9,2008,93,2,14,557925444160
3953.0452,6764,1208,19939,4,10,2008,93,2,14,557925444160
3959.0212,5412,1185,19939,4,11,2008,93,2,14,557925444160
3951.3779,5412,1222,19939,4,8,2008,93,2,14,557925444160
3924.1047,5412,1220,19939,4,9,2008,93,2,14,557925444160
3953.0452,6764,1208,19939,4,10,2008,93,2,14,557925444160
3959.0212,5412,1185,19939,4,11,2008,93,2,14,557925444160
3310.6338,9633,1851,19940,4,8,2008,22,2,79,557925444229
3270.5610,9633,1848,19940,4,9,2008,22,2,79,557925444229
