WHFNWGT,RFPOV,TFTOTINC,GRGC,GHLFSAM,GVARSTR,RHCALYR,RHCALMN,SROTATON,SSUSEQ,SSUID
1841.1713,843,980,99,1,57,2005,5,2,22449,624344196138
1867.2247,843,980,99,1,57,2005,6,2,22449,624344196138
1534.8309,1078,5636,91,1,57,2005,3,2,22450,624344196440
1487.2496,1085,5636,91,1,57,2005,4,2,22450,624344196440
1469.0826,1084,5636,91,1,57,2005,5,2,22450,624344196440
1475.6577,1085,6036,91,1,57,2005,6,2,22450,624344196440
1534.8309,1078,5636,91,1,57,2005,3,2,22450,624344196440
1487.2496,1085,5636,91,1,57,2005,4,2,22450,624344196440
1469.0826,1084,5636,91,1,57,2005,5,2,22450,624344196440
1475.6577,1085,6036,91,1,57,2005,6,2,22450,624344196440
1811.9777,838,700,91,1,57,2005,3,2,22450,624344196440
1871.3583,843,700,91,1,57,2005,4,2,22450,624344196440
1813.3947,843,700,91,1,57,2005,5,2,22450,624344196440
1842.0096,843,700,91,1,57,2005,6,2,22450,624344196440
1378.5645,772,872,95,1,57,2005,3,2,22451,624344196554
1348.2815,777,872,95,1,57,2005,4,2,22451,624344196554
1328.4880,777,872,95,1,57,2005,5,2,22451,624344196554
1330.0415,777,872,95,1,57,2005,6,2,22451,624344196554
2957.8362,1970,4720,58,1,57,2005,3,2,22452,624344196584
3026.7244,1983,4720,58,1,57,2005,4,2,22452,624344196584
4168.7354,1642,4720,58,1,57,2005,5,2,22452,624344196584
3990.0486,1643,4720,58,1,57,2005,6,2,22452,624344196584
2957.8362,1970,4720,58,1,57,2005,3,2,22452,624344196584
3026.7244,1983,4720,58,1,57,2005,4,2,22452,624344196584
4168.7354,1642,4720,58,1,57,2005,5,2,22452,624344196584
3990.0486,1643,4720,58,1,57,2005,6,2,22452,624344196584
2957.8362,1970,4720,58,1,57,2005,3,2,22452,624344196584
3026.7244,1983,4720,58,1,57,2005,4,2,22452,624344196584
4168.7354,1642,4720,58,1,57,2005,5,2,22452,624344196584
3990.0486,1643,4720,58,1,57,2005,6,2,22452,624344196584
2957.8362,1970,4720,58,1,57,2005,3,2,22452,624344196584
3026.7244,1983,4720,58,1,57,2005,4,2,22452,624344196584
4168.7354,1642,4720,58,1,57,2005,5,2,22452,624344196584
3990.0486,1643,4720,58,1,57,2005,6,2,22452,624344196584
2957.8362,1970,4720,58,1,57,2005,3,2,22452,624344196584
3026.7244,1983,4720,58,1,57,2005,4,2,22452,624344196584
1436.3030,772,771,87,1,57,2005,3,2,22453,624344196772
1406.4448,777,771,87,1,57,2005,4,2,22453,624344196772
1398.8912,777,771,87,1,57,2005,5,2,22453,624344196772
1411.4974,777,771,87,1,57,2005,6,2,22453,624344196772
1190.6670,973,3723,66,1,57,2005,3,2,22454,624344196804
1156.2777,980,3723,66,1,57,2005,4,2,22454,624344196804
1175.5911,979,3723,66,1,57,2005,5,2,22454,624344196804
1172.6155,979,3723,66,1,57,2005,6,2,22454,624344196804
1190.6670,973,3723,66,1,57,2005,3,2,22454,624344196804
1156.2777,980,3723,66,1,57,2005,4,2,22454,624344196804
1175.5911,979,3723,66,1,57,2005,5,2,22454,624344196804
1172.6155,979,3723,66,1,57,2005,6,2,22454,624344196804
1445.6285,838,742,18,1,57,2005,3,2,22455,624344202138
1496.9270,843,742,18,1,57,2005,4,2,22455,624344202138
1436.2125,843,742,18,1,57,2005,5,2,22455,624344202138
1421.5918,843,742,18,1,57,2005,6,2,22455,624344202138
868.9692,1078,4362,10,1,57,2005,3,2,22456,624344202440
896.1382,1085,3528,10,1,57,2005,4,2,22456,624344202440
553.2667,1933,3528,10,1,57,2005,5,2,22456,624344202440
559.5118,1933,4362,10,1,57,2005,6,2,22456,624344202440
868.9692,1078,4362,10,1,57,2005,3,2,22456,624344202440
896.1382,1085,3528,10,1,57,2005,4,2,22456,624344202440
553.2667,1933,3528,10,1,57,2005,5,2,22456,624344202440
559.5118,1933,4362,10,1,57,2005,6,2,22456,624344202440
553.2667,843,592,10,1,57,2005,5,2,22456,624344202440
559.5118,843,592,10,1,57,2005,6,2,22456,624344202440
553.2667,1933,3528,10,1,57,2005,5,2,22456,624344202440
559.5118,1933,4362,10,1,57,2005,6,2,22456,624344202440
553.2667,1933,3528,10,1,57,2005,5,2,22456,624344202440
559.5118,1933,4362,10,1,57,2005,6,2,22456,624344202440
553.2667,1933,3528,10,1,57,2005,5,2,22456,624344202440
559.5118,1933,4362,10,1,57,2005,6,2,22456,624344202440
1400.3535,1078,1000,86,1,57,2005,3,2,22457,624344202804
1394.5520,1085,1000,86,1,57,2005,4,2,22457,624344202804
1435.5654,1084,1000,86,1,57,2005,5,2,22457,624344202804
1488.8882,1085,1000,86,1,57,2005,6,2,22457,624344202804
1400.3535,1078,1000,86,1,57,2005,3,2,22457,624344202804
1394.5520,1085,1000,86,1,57,2005,4,2,22457,624344202804
1435.5654,1084,1000,86,1,57,2005,5,2,22457,624344202804
1488.8882,1085,1000,86,1,57,2005,6,2,22457,624344202804
1794.0581,1259,4834,28,2,31,2005,3,2,22458,624344241054
1816.7610,1268,4834,28,2,31,2005,4,2,22458,624344241054
1806.4036,1267,4834,28,2,31,2005,5,2,22458,624344241054
1838.8928,1267,4834,28,2,31,2005,6,2,22458,624344241054
1794.0581,1259,4834,28,2,31,2005,3,2,22458,624344241054
1816.7610,1268,4834,28,2,31,2005,4,2,22458,624344241054
1806.4036,1267,4834,28,2,31,2005,5,2,22458,624344241054
1838.8928,1267,4834,28,2,31,2005,6,2,22458,624344241054
1794.0581,1259,4834,28,2,31,2005,3,2,22458,624344241054
1816.7610,1268,4834,28,2,31,2005,4,2,22458,624344241054
1806.4036,1267,4834,28,2,31,2005,5,2,22458,624344241054
1838.8928,1267,4834,28,2,31,2005,6,2,22458,624344241054
2868.3281,1078,10090,91,1,108,2005,3,2,22459,624344241081
2850.7068,1085,10090,91,1,108,2005,4,2,22459,624344241081
2892.7549,1084,10090,91,1,108,2005,5,2,22459,624344241081
2893.4539,1085,10090,91,1,108,2005,6,2,22459,624344241081
2868.3281,1078,10090,91,1,108,2005,3,2,22459,624344241081
2850.7068,1085,10090,91,1,108,2005,4,2,22459,624344241081
2892.7549,1084,10090,91,1,108,2005,5,2,22459,624344241081
2893.4539,1085,10090,91,1,108,2005,6,2,22459,624344241081
5502.5024,1078,2033,61,1,68,2005,3,2,22460,624344241097
5444.6929,1085,2033,61,1,68,2005,4,2,22460,624344241097
5484.8135,1084,2033,61,1,68,2005,5,2,22460,624344241097
5517.5352,1085,2033,61,1,68,2005,6,2,22460,624344241097
5502.5024,1078,2033,61,1,68,2005,3,2,22460,624344241097
5444.6929,1085,2033,61,1,68,2005,4,2,22460,624344241097
5484.8135,1084,2033,61,1,68,2005,5,2,22460,624344241097
5517.5352,1085,2033,61,1,68,2005,6,2,22460,624344241097
1566.1771,973,657,24,2,31,2005,3,2,22461,624344241183
1551.2543,980,657,24,2,31,2005,4,2,22461,624344241183
1564.1797,979,657,24,2,31,2005,5,2,22461,624344241183
1542.9644,979,657,24,2,31,2005,6,2,22461,624344241183
1566.1771,973,657,24,2,31,2005,3,2,22461,624344241183
1551.2543,980,657,24,2,31,2005,4,2,22461,624344241183
1564.1797,979,657,24,2,31,2005,5,2,22461,624344241183
1542.9644,979,657,24,2,31,2005,6,2,22461,624344241183
2041.3091,973,4872,64,1,31,2005,3,2,22462,624344241235
2020.3213,980,3622,64,1,31,2005,4,2,22462,624344241235
2012.3584,979,3622,64,1,31,2005,5,2,22462,624344241235
2036.1826,979,3622,64,1,31,2005,6,2,22462,624344241235
2041.3091,973,4872,64,1,31,2005,3,2,22462,624344241235
2020.3213,980,3622,64,1,31,2005,4,2,22462,624344241235
2012.3584,979,3622,64,1,31,2005,5,2,22462,624344241235
2036.1826,979,3622,64,1,31,2005,6,2,22462,624344241235
4772.2559,772,1629,62,2,68,2005,3,2,22463,624344241284
4825.8271,777,1629,62,2,68,2005,4,2,22463,624344241284
4687.8330,777,1629,62,2,68,2005,5,2,22463,624344241284
4667.2964,777,1629,62,2,68,2005,6,2,22463,624344241284
1453.3629,772,1186,32,1,31,2005,3,2,22464,624344241334
1445.5675,777,1186,32,1,31,2005,4,2,22464,624344241334
1460.1998,777,1186,32,1,31,2005,5,2,22464,624344241334
1441.9291,777,1186,32,1,31,2005,6,2,22464,624344241334
1991.6709,838,2619,96,2,31,2005,3,2,22465,624344241480
2101.6279,843,2590,96,2,31,2005,4,2,22465,624344241480
2146.3635,843,2590,96,2,31,2005,5,2,22465,624344241480
2168.6235,843,2590,96,2,31,2005,6,2,22465,624344241480
2981.6472,1110,1238,97,2,31,2005,3,2,22466,624344241489
2937.6477,1117,1238,97,2,31,2005,4,2,22466,624344241489
2969.5620,1116,1238,97,2,31,2005,5,2,22466,624344241489
3090.7656,1117,1238,97,2,31,2005,6,2,22466,624344241489
2981.6472,838,543,97,2,31,2005,3,2,22466,624344241489
2937.6477,843,543,97,2,31,2005,4,2,22466,624344241489
2969.5620,843,543,97,2,31,2005,5,2,22466,624344241489
3090.7656,843,543,97,2,31,2005,6,2,22466,624344241489
2981.6472,1110,1238,97,2,31,2005,3,2,22466,624344241489
2937.6477,1117,1238,97,2,31,2005,4,2,22466,624344241489
2969.5620,1116,1238,97,2,31,2005,5,2,22466,624344241489
3090.7656,1117,1238,97,2,31,2005,6,2,22466,624344241489
2049.8164,772,1315,59,1,108,2005,3,2,22467,624344241501
2052.6401,777,1315,59,1,108,2005,4,2,22467,624344241501
