WHFNWGT,TFTOTINC,RFPOV,SSUSEQ,SROTATON,RHCALMN,RHCALYR,GVARSTR,GHLFSAM,GRGC,SSUID
956.3707,8518,2221,27346,4,7,2010,81,2,6,697344370626
2183.4045,4616,945,27347,4,4,2010,81,2,63,697344370664
2137.9568,4616,946,27347,4,5,2010,81,2,63,697344370664
2168.6033,4616,945,27347,4,6,2010,81,2,63,697344370664
2125.3992,4616,945,27347,4,7,2010,81,2,63,697344370664
2183.4045,1400,945,27347,4,4,2010,81,2,63,697344370664
2137.9568,1400,946,27347,4,5,2010,81,2,63,697344370664
2168.6033,1400,945,27347,4,6,2010,81,2,63,697344370664
2125.3992,1400,945,27347,4,7,2010,81,2,63,697344370664
1820.7979,2667,1252,27329,4,4,2010,81,2,96,697344369444
1865.4904,2667,1253,27329,4,5,2010,81,2,96,697344369444
1852.1241,2667,1251,27329,4,6,2010,81,2,96,697344369444
1822.6597,2667,1252,27329,4,7,2010,81,2,96,697344369444
1820.7979,2000,945,27329,4,4,2010,81,2,96,697344369444
1865.4904,2000,946,27329,4,5,2010,81,2,96,697344369444
1852.1241,2000,945,27329,4,6,2010,81,2,96,697344369444
1822.6597,2000,945,27329,4,7,2010,81,2,96,697344369444
1820.7979,2667,1252,27329,4,4,2010,81,2,96,697344369444
1865.4904,2667,1253,27329,4,5,2010,81,2,96,697344369444
1852.1241,2667,1251,27329,4,6,2010,81,2,96,697344369444
1822.6597,2667,1252,27329,4,7,2010,81,2,96,697344369444
2070.0400,0,1848,27339,4,4,2010,81,2,28,697344369848
2133.7500,0,1849,27339,4,5,2010,81,2,28,697344369848
2114.9202,400,1848,27339,4,6,2010,81,2,28,697344369848
2157.1555,400,1848,27339,4,7,2010,81,2,28,697344369848
2070.0400,1819,945,27339,4,4,2010,81,2,28,697344369848
2133.7500,1819,946,27339,4,5,2010,81,2,28,697344369848
2114.9202,1819,945,27339,4,6,2010,81,2,28,697344369848
2157.1555,1819,945,27339,4,7,2010,81,2,28,697344369848
2070.0400,0,1848,27339,4,4,2010,81,2,28,697344369848
2133.7500,0,1849,27339,4,5,2010,81,2,28,697344369848
2114.9202,400,1848,27339,4,6,2010,81,2,28,697344369848
2157.1555,400,1848,27339,4,7,2010,81,2,28,697344369848
2070.0400,0,1848,27339,4,4,2010,81,2,28,697344369848
2133.7500,0,1849,27339,4,5,2010,81,2,28,697344369848
2114.9202,400,1848,27339,4,6,2010,81,2,28,697344369848
2157.1555,400,1848,27339,4,7,2010,81,2,28,697344369848
2070.0400,0,1848,27339,4,4,2010,81,2,28,697344369848
2133.7500,0,1849,27339,4,5,2010,81,2,28,697344369848
2114.9202,400,1848,27339,4,6,2010,81,2,28,697344369848
2157.1555,400,1848,27339,4,7,2010,81,2,28,697344369848
1775.6851,5586,1098,27334,4,4,2010,81,2,59,697344369626
1806.0909,5586,1099,27334,4,5,2010,81,2,59,697344369626
1845.4882,5586,1097,27334,4,6,2010,81,2,59,697344369626
1817.4692,5586,1098,27334,4,7,2010,81,2,59,697344369626
1775.6851,5586,1098,27334,4,4,2010,81,2,59,697344369626
1806.0909,5586,1099,27334,4,5,2010,81,2,59,697344369626
1845.4882,5586,1097,27334,4,6,2010,81,2,59,697344369626
1817.4692,5586,1098,27334,4,7,2010,81,2,59,697344369626
2092.5183,6649,1216,27338,4,4,2010,81,2,95,697344369832
2111.3374,6688,1217,27338,4,5,2010,81,2,95,697344369832
2157.1318,6688,1216,27338,4,6,2010,81,2,95,697344369832
2175.7861,6688,1216,27338,4,7,2010,81,2,95,697344369832
2092.5183,6649,1216,27338,4,4,2010,81,2,95,697344369832
2111.3374,6688,1217,27338,4,5,2010,81,2,95,697344369832
2157.1318,6688,1216,27338,4,6,2010,81,2,95,697344369832
2175.7861,6688,1216,27338,4,7,2010,81,2,95,697344369832
2061.0981,4917,1904,27327,4,4,2010,81,2,55,697344369071
2084.3472,4917,1905,27327,4,5,2010,81,2,55,697344369071
2093.4971,4917,1903,27327,4,6,2010,81,2,55,697344369071
2104.7690,4917,1904,27327,4,7,2010,81,2,55,697344369071
2061.0981,4917,1904,27327,4,4,2010,81,2,55,697344369071
2084.3472,4917,1905,27327,4,5,2010,81,2,55,697344369071
2093.4971,4917,1903,27327,4,6,2010,81,2,55,697344369071
2104.7690,4917,1904,27327,4,7,2010,81,2,55,697344369071
2061.0981,4917,1904,27327,4,4,2010,81,2,55,697344369071
2084.3472,4917,1905,27327,4,5,2010,81,2,55,697344369071
2093.4971,4917,1903,27327,4,6,2010,81,2,55,697344369071
2104.7690,4917,1904,27327,4,7,2010,81,2,55,697344369071
2061.0981,4917,1904,27327,4,4,2010,81,2,55,697344369071
2084.3472,4917,1905,27327,4,5,2010,81,2,55,697344369071
2093.4971,4917,1903,27327,4,6,2010,81,2,55,697344369071
2104.7690,4917,1904,27327,4,7,2010,81,2,55,697344369071
2061.0981,0,945,27327,4,4,2010,81,2,55,697344369071
2084.3472,0,946,27327,4,5,2010,81,2,55,697344369071
2093.4971,200,945,27327,4,6,2010,81,2,55,697344369071
2104.7690,200,945,27327,4,7,2010,81,2,55,697344369071
2177.3525,6669,1216,27337,4,4,2010,81,2,24,697344369781
2161.7271,6669,1217,27337,4,5,2010,81,2,24,697344369781
2154.2813,6669,1216,27337,4,6,2010,81,2,24,697344369781
2111.7222,6669,1216,27337,4,7,2010,81,2,24,697344369781
2177.3525,6669,1216,27337,4,4,2010,81,2,24,697344369781
2161.7271,6669,1217,27337,4,5,2010,81,2,24,697344369781
2154.2813,6669,1216,27337,4,6,2010,81,2,24,697344369781
2111.7222,6669,1216,27337,4,7,2010,81,2,24,697344369781
2082.0078,955,871,27330,4,4,2010,81,2,88,697344369519
