WHFNWGT,TFTOTINC,RFPOV,SSUSEQ,SROTATON,RHCALMN,RHCALYR,GVARSTR,GHLFSAM,GRGC,SSUID
2216.4463,10612,1874,10494,2,5,2010,45,2,23,385925369879
2034.7740,10612,1862,10494,2,2,2010,45,2,23,385925369879
2006.2672,10612,1870,10494,2,3,2010,45,2,23,385925369879
1980.1678,10612,1873,10494,2,4,2010,45,2,23,385925369879
2216.4463,10612,1874,10494,2,5,2010,45,2,23,385925369879
1777.4263,5268,1091,10484,2,2,2010,35,2,67,385925369653
1759.2810,5268,1096,10484,2,3,2010,35,2,67,385925369653
2026.6506,2739,871,10484,2,4,2010,35,2,67,385925369653
2037.7169,2739,871,10484,2,5,2010,35,2,67,385925369653
1777.4263,5268,1091,10484,2,2,2010,35,2,67,385925369653
1759.2810,5268,1096,10484,2,3,2010,35,2,67,385925369653
1828.8405,6523,1091,10453,2,2,2010,35,2,15,385925369120
1829.0977,6523,1096,10453,2,3,2010,35,2,15,385925369120
1808.4854,6523,1098,10453,2,4,2010,35,2,15,385925369120
1842.8198,6523,1099,10453,2,5,2010,35,2,15,385925369120
1828.8405,6523,1091,10453,2,2,2010,35,2,15,385925369120
1829.0977,6523,1096,10453,2,3,2010,35,2,15,385925369120
1808.4854,6523,1098,10453,2,4,2010,35,2,15,385925369120
1842.8198,6523,1099,10453,2,5,2010,35,2,15,385925369120
4229.5537,2165,2154,10468,2,2,2010,9,1,11,385925369394
4201.3135,2165,2163,10468,2,3,2010,9,1,11,385925369394
4349.2422,2165,2167,10468,2,4,2010,9,1,11,385925369394
4352.4746,2165,2169,10468,2,5,2010,9,1,11,385925369394
4229.5537,2165,2154,10468,2,2,2010,9,1,11,385925369394
4201.3135,2165,2163,10468,2,3,2010,9,1,11,385925369394
4349.2422,2165,2167,10468,2,4,2010,9,1,11,385925369394
4352.4746,2165,2169,10468,2,5,2010,9,1,11,385925369394
4229.5537,2165,2154,10468,2,2,2010,9,1,11,385925369394
4201.3135,2165,2163,10468,2,3,2010,9,1,11,385925369394
4349.2422,2165,2167,10468,2,4,2010,9,1,11,385925369394
4352.4746,2165,2169,10468,2,5,2010,9,1,11,385925369394
4229.5537,2165,2154,10468,2,2,2010,9,1,11,385925369394
4201.3135,2165,2163,10468,2,3,2010,9,1,11,385925369394
4349.2422,2165,2167,10468,2,4,2010,9,1,11,385925369394
4352.4746,2165,2169,10468,2,5,2010,9,1,11,385925369394
4229.5537,2165,2154,10468,2,2,2010,9,1,11,385925369394
4201.3135,2165,2163,10468,2,3,2010,9,1,11,385925369394
4349.2422,2165,2167,10468,2,4,2010,9,1,11,385925369394
4352.4746,2165,2169,10468,2,5,2010,9,1,11,385925369394
1950.4617,1002,1453,10463,2,2,2010,9,1,59,385925369298
1930.1219,1002,1459,10463,2,3,2010,9,1,59,385925369298
1937.9952,1002,1462,10463,2,4,2010,9,1,59,385925369298
1928.6953,1002,1463,10463,2,5,2010,9,1,59,385925369298
1950.4617,1002,1453,10463,2,2,2010,9,1,59,385925369298
1930.1219,1002,1459,10463,2,3,2010,9,1,59,385925369298
1937.9952,1002,1462,10463,2,4,2010,9,1,59,385925369298
1928.6953,1002,1463,10463,2,5,2010,9,1,59,385925369298
1950.4617,1002,1453,10463,2,2,2010,9,1,59,385925369298
1930.1219,1002,1459,10463,2,3,2010,9,1,59,385925369298
1937.9952,1002,1462,10463,2,4,2010,9,1,59,385925369298
1928.6953,1002,1463,10463,2,5,2010,9,1,59,385925369298
1974.0118,4676,1892,10458,2,2,2010,9,2,7,385925369251
1943.7919,4676,1900,10458,2,3,2010,9,2,7,385925369251
1920.3362,4676,1904,10458,2,4,2010,9,2,7,385925369251
1914.9249,4676,1905,10458,2,5,2010,9,2,7,385925369251
1974.0118,4676,1892,10458,2,2,2010,9,2,7,385925369251
1943.7919,4676,1900,10458,2,3,2010,9,2,7,385925369251
1920.3362,4676,1904,10458,2,4,2010,9,2,7,385925369251
1914.9249,4676,1905,10458,2,5,2010,9,2,7,385925369251
1974.0118,4676,1892,10458,2,2,2010,9,2,7,385925369251
