WHFNWGT,TFTOTINC,RFPOV,SSUSEQ,SROTATON,RHCALMN,RHCALYR,GVARSTR,GHLFSAM,GRGC,SSUID
3764.2441,5921,1819,34341,1,7,2009,56,1,39,830379292389
3662.2939,5921,1823,34341,1,8,2009,56,1,39,830379292389
3773.8186,5921,1807,34341,1,5,2009,56,1,39,830379292389
3793.4165,5921,1822,34341,1,6,2009,56,1,39,830379292389
3764.2441,5921,1819,34341,1,7,2009,56,1,39,830379292389
3662.2939,5921,1823,34341,1,8,2009,56,1,39,830379292389
1745.6462,1830,854,34342,1,5,2009,63,2,51,830379332814
1805.1460,1830,862,34342,1,6,2009,63,2,51,830379332814
1812.3647,1830,860,34342,1,7,2009,63,2,51,830379332814
1812.2841,1830,862,34342,1,8,2009,63,2,51,830379332814
2099.7493,2793,1393,34343,1,5,2009,98,2,19,830379369522
2268.6279,2793,1405,34343,1,6,2009,98,2,19,830379369522
2302.7180,2793,1403,34343,1,7,2009,98,2,19,830379369522
1864.4474,2793,1406,34343,1,8,2009,98,2,19,830379369522
2099.7493,2793,1393,34343,1,5,2009,98,2,19,830379369522
2268.6279,2793,1405,34343,1,6,2009,98,2,19,830379369522
2302.7180,2793,1403,34343,1,7,2009,98,2,19,830379369522
1864.4474,2793,1406,34343,1,8,2009,98,2,19,830379369522
2099.7493,2793,1393,34343,1,5,2009,98,2,19,830379369522
2268.6279,2793,1405,34343,1,6,2009,98,2,19,830379369522
2302.7180,2793,1403,34343,1,7,2009,98,2,19,830379369522
1864.4474,2793,1406,34343,1,8,2009,98,2,19,830379369522
1054.4171,1677,1077,34344,1,5,2009,98,2,27,830379369538
1053.9048,1677,1086,34344,1,6,2009,98,2,27,830379369538
1001.2385,1677,1084,34344,1,7,2009,98,2,27,830379369538
988.3143,1677,1087,34344,1,8,2009,98,2,27,830379369538
1054.4171,1677,1077,34344,1,5,2009,98,2,27,830379369538
1053.9048,1677,1086,34344,1,6,2009,98,2,27,830379369538
1001.2385,1677,1084,34344,1,7,2009,98,2,27,830379369538
988.3143,1677,1087,34344,1,8,2009,98,2,27,830379369538
1670.3652,2170,854,34347,1,5,2009,68,1,100,830379451979
1678.4963,2170,862,34347,1,6,2009,68,1,100,830379451979
1614.5151,2190,860,34347,1,7,2009,68,1,100,830379451979
1613.9423,2190,862,34347,1,8,2009,68,1,100,830379451979
2498.6187,13011,1807,34348,1,5,2009,108,2,52,830379469509
2459.4619,13011,1822,34348,1,6,2009,108,2,52,830379469509
2404.5593,13011,1819,34348,1,7,2009,108,2,52,830379469509
2419.9526,13011,1823,34348,1,8,2009,108,2,52,830379469509
2498.6187,13011,1807,34348,1,5,2009,108,2,52,830379469509
