GHLFSAM,GRGC,GVARSTR,RFPOV,RHCALMN,RHCALYR,SROTATON,SSUSEQ,TFTOTINC,WHFNWGT,SSUID
1,9,28,1911,11,2011,3,3014,6655,2994.8005,077925488554
1,9,28,1906,12,2011,3,3014,6655,3070.2520,077925488554
1,9,28,1915,1,2012,3,3014,6655,2921.3428,077925488554
1,9,28,1923,2,2012,3,3014,8855,2933.4668,077925488554
1,9,28,1911,11,2011,3,3014,6655,2994.8005,077925488554
1,9,28,1906,12,2011,3,3014,6655,3070.2520,077925488554
1,9,28,1915,1,2012,3,3014,6655,2921.3428,077925488554
1,9,28,1923,2,2012,3,3014,8855,2933.4668,077925488554
1,98,28,1299,11,2011,3,3015,4504,4423.8516,077925488584
1,98,28,1296,12,2011,3,3015,4504,4476.6216,077925488584
1,98,28,1301,1,2012,3,3015,4587,4435.1611,077925488584
1,98,28,1307,2,2012,3,3015,4587,4644.4268,077925488584
1,98,28,1299,11,2011,3,3015,4504,4423.8516,077925488584
1,98,28,1296,12,2011,3,3015,4504,4476.6216,077925488584
1,98,28,1301,1,2012,3,3015,4587,4435.1611,077925488584
1,98,28,1307,2,2012,3,3015,4587,4644.4268,077925488584
1,77,28,980,11,2011,3,3191,3583,4859.2690,077925983138
1,77,28,978,12,2011,3,3191,3583,4952.7622,077925983138
1,77,28,982,1,2012,3,3191,3583,5114.0469,077925983138
1,77,28,987,2,2012,3,3191,3583,5071.9399,077925983138
1,73,28,1262,11,2011,3,3206,15569,4130.5156,077925983804
1,73,28,1259,12,2011,3,3206,18457,4116.0933,077925983804
1,73,28,1264,1,2012,3,3206,15457,4225.8530,077925983804
1,73,28,1270,2,2012,3,3206,15569,4181.3687,077925983804
1,73,28,1262,11,2011,3,3206,15569,4130.5156,077925983804
1,73,28,1259,12,2011,3,3206,18457,4116.0933,077925983804
1,73,28,1264,1,2012,3,3206,15457,4225.8530,077925983804
1,73,28,1270,2,2012,3,3206,15569,4181.3687,077925983804
1,86,28,1474,11,2011,3,3203,4723,4090.0408,077925983584
1,86,28,1470,12,2011,3,3203,7008,4116.4893,077925983584
1,86,28,1477,1,2012,3,3203,3985,4137.8608,077925983584
1,86,28,1483,2,2012,3,3203,4455,4127.3350,077925983584
1,86,28,1474,11,2011,3,3203,4723,4090.0408,077925983584
1,86,28,1470,12,2011,3,3203,7008,4116.4893,077925983584
1,86,28,1477,1,2012,3,3203,3985,4137.8608,077925983584
1,86,28,1483,2,2012,3,3203,4455,4127.3350,077925983584
1,86,28,1474,11,2011,3,3203,4723,4090.0408,077925983584
1,86,28,1470,12,2011,3,3203,7008,4116.4893,077925983584
1,86,28,1477,1,2012,3,3203,3985,4137.8608,077925983584
1,86,28,1483,2,2012,3,3203,4455,4127.3350,077925983584
1,65,28,1474,11,2011,3,3122,32629,3601.3413,077925754554
1,65,28,1470,12,2011,3,3122,32629,3597.7908,077925754554
1,65,28,1477,1,2012,3,3122,32629,3704.7476,077925754554
1,65,28,1483,2,2012,3,3122,32629,3671.5435,077925754554
1,65,28,1474,11,2011,3,3122,32629,3601.3413,077925754554
1,65,28,1470,12,2011,3,3122,32629,3597.7908,077925754554
1,65,28,1477,1,2012,3,3122,32629,3704.7476,077925754554
1,65,28,1483,2,2012,3,3122,32629,3671.5435,077925754554
1,65,28,1474,11,2011,3,3122,32629,3601.3413,077925754554
1,65,28,1470,12,2011,3,3122,32629,3597.7908,077925754554
1,65,28,1477,1,2012,3,3122,32629,3704.7476,077925754554
1,65,28,1483,2,2012,3,3122,32629,3671.5435,077925754554
1,61,28,1139,11,2011,3,3118,2055,3733.7913,077925754440
1,61,28,1136,12,2011,3,3118,2055,3814.6421,077925754440
1,61,28,1141,1,2012,3,3118,2093,3851.5635,077925754440
1,61,28,1146,2,2012,3,3118,2093,3751.4973,077925754440
1,61,28,1139,11,2011,3,3118,2055,3733.7913,077925754440
1,61,28,1136,12,2011,3,3118,2055,3814.6421,077925754440
1,61,28,1141,1,2012,3,3118,2093,3851.5635,077925754440
1,61,28,1146,2,2012,3,3118,2093,3751.4973,077925754440
1,78,28,1262,11,2011,3,3117,8544,3990.6226,077925754420
1,78,28,1259,12,2011,3,3117,7656,4026.7043,077925754420
1,78,28,1264,1,2012,3,3117,7656,4121.1157,077925754420
1,78,28,1270,2,2012,3,3117,8544,4152.7446,077925754420
1,78,28,1262,11,2011,3,3117,8544,3990.6226,077925754420
1,78,28,1259,12,2011,3,3117,7656,4026.7043,077925754420
1,78,28,1264,1,2012,3,3117,7656,4121.1157,077925754420
1,78,28,1270,2,2012,3,3117,8544,4152.7446,077925754420
1,14,28,901,12,2011,4,32438,1141,2207.2380,794925488138
1,14,28,905,1,2012,4,32438,1183,2225.8433,794925488138
1,14,28,909,2,2012,4,32438,1183,2210.2971,794925488138
1,14,28,916,3,2012,4,32438,1183,2225.5701,794925488138
1,6,28,1970,12,2011,4,32442,1106,3944.0254,794925488440
1,6,28,1520,1,2012,4,32442,1126,3809.6343,794925488440
1,6,28,1483,2,2012,4,32442,1126,3998.0339,794925488440
1,6,28,1495,3,2012,4,32442,1126,4200.2466,794925488440
1,6,28,1259,12,2011,4,32442,4875,1800.2780,794925488440
1,6,28,1264,1,2012,4,32442,4780,2198.8613,794925488440
1,6,28,987,2,2012,4,32442,2875,4184.8320,794925488440
1,6,28,994,3,2012,4,32442,2875,3899.4995,794925488440
1,6,28,978,12,2011,4,32442,1905,5491.2319,794925488440
1,6,28,982,1,2012,4,32442,1905,6587.4897,794925488440
1,6,28,987,2,2012,4,32442,1905,6660.3120,794925488440
1,6,28,994,3,2012,4,32442,1905,6313.1660,794925488440
1,6,28,1970,12,2011,4,32442,1106,3944.0254,794925488440
1,6,28,1520,1,2012,4,32442,1126,3809.6343,794925488440
1,6,28,1483,2,2012,4,32442,1126,3998.0339,794925488440
1,6,28,1495,3,2012,4,32442,1126,4200.2466,794925488440
1,6,28,1970,12,2011,4,32442,1106,3944.0254,794925488440
1,6,28,1970,12,2011,4,32442,1106,3944.0254,794925488440
1,6,28,1520,1,2012,4,32442,1126,3809.6343,794925488440
1,6,28,1483,2,2012,4,32442,1126,3998.0339,794925488440
1,6,28,1495,3,2012,4,32442,1126,4200.2466,794925488440
1,6,28,1259,12,2011,4,32442,4875,1800.2780,794925488440
1,6,28,1264,1,2012,4,32442,4780,2198.8613,794925488440
1,2,28,1513,12,2011,4,32447,7351,2769.4387,794925488772
1,2,28,1520,1,2012,4,32447,7351,2690.0352,794925488772
1,2,28,1526,2,2012,4,32447,7351,2745.5403,794925488772
1,2,28,1538,3,2012,4,32447,7351,2675.9565,794925488772
1,2,28,978,12,2011,4,32447,1299,2448.1355,794925488772
1,2,28,982,1,2012,4,32447,1299,2417.2693,794925488772
1,2,28,987,2,2012,4,32447,1299,2386.6226,794925488772
1,2,28,994,3,2012,4,32447,1299,2373.5928,794925488772
1,2,28,978,12,2011,4,32447,1508,2448.1355,794925488772
1,2,28,982,1,2012,4,32447,1508,2417.2693,794925488772
1,2,28,987,2,2012,4,32447,1508,2386.6226,794925488772
1,2,28,994,3,2012,4,32447,1508,2373.5928,794925488772
1,2,28,1513,12,2011,4,32447,7351,2769.4387,794925488772
1,2,28,1520,1,2012,4,32447,7351,2690.0352,794925488772
1,2,28,1526,2,2012,4,32447,7351,2745.5403,794925488772
1,2,28,1538,3,2012,4,32447,7351,2675.9565,794925488772
1,2,28,1513,12,2011,4,32447,7351,2769.4387,794925488772
1,2,28,1520,1,2012,4,32447,7351,2690.0352,794925488772
1,2,28,1526,2,2012,4,32447,7351,2745.5403,794925488772
1,2,28,1538,3,2012,4,32447,7351,2675.9565,794925488772
1,99,28,1913,12,2011,4,32445,1571,4420.1138,794925488584
1,99,28,1921,1,2012,4,32445,1571,4773.6821,794925488584
1,99,28,1930,2,2012,4,32445,1571,4760.3086,794925488584
1,99,28,1944,3,2012,4,32445,1571,4754.0420,794925488584
1,99,28,1913,12,2011,4,32445,1571,4420.1138,794925488584
1,99,28,1921,1,2012,4,32445,1571,4773.6821,794925488584
1,99,28,1930,2,2012,4,32445,1571,4760.3086,794925488584
1,99,28,1944,3,2012,4,32445,1571,4754.0420,794925488584
1,99,28,1913,12,2011,4,32445,1571,4420.1138,794925488584
1,99,28,1921,1,2012,4,32445,1571,4773.6821,794925488584
1,99,28,1930,2,2012,4,32445,1571,4760.3086,794925488584
1,99,28,1944,3,2012,4,32445,1571,4754.0420,794925488584
1,99,28,1913,12,2011,4,32445,1571,4420.1138,794925488584
1,99,28,1921,1,2012,4,32445,1571,4773.6821,794925488584
1,99,28,1930,2,2012,4,32445,1571,4760.3086,794925488584
1,99,28,1944,3,2012,4,32445,1571,4754.0420,794925488584
1,78,28,978,12,2011,4,32623,4196,4351.4189,794925983138
1,78,28,982,1,2012,4,32623,4196,4333.5195,794925983138
1,78,28,987,2,2012,4,32623,4196,4519.0220,794925983138
1,78,28,994,3,2012,4,32623,4196,4309.6089,794925983138
1,74,28,1514,12,2011,4,32633,1240,3592.0972,794925983772
1,74,28,1521,1,2012,4,32633,1726,3408.3572,794925983772
1,74,28,1528,2,2012,4,32633,1726,3491.8284,794925983772
1,74,28,1539,3,2012,4,32633,2374,3489.5771,794925983772
1,74,28,1514,12,2011,4,32633,1240,3592.0972,794925983772
1,74,28,1521,1,2012,4,32633,1726,3408.3572,794925983772
1,74,28,1528,2,2012,4,32633,1726,3491.8284,794925983772
1,74,28,1539,3,2012,4,32633,2374,3489.5771,794925983772
1,74,28,1514,12,2011,4,32633,1240,3592.0972,794925983772
1,74,28,1521,1,2012,4,32633,1726,3408.3572,794925983772
1,74,28,1528,2,2012,4,32633,1726,3491.8284,794925983772
1,74,28,1539,3,2012,4,32633,2374,3489.5771,794925983772
1,87,28,2243,12,2011,4,32629,6500,3042.5254,794925983584
1,87,28,2253,1,2012,4,32629,6500,3101.3569,794925983584
1,87,28,2263,2,2012,4,32629,6500,3107.0613,794925983584
1,87,28,2280,3,2012,4,32629,6584,3068.2397,794925983584
1,87,28,2243,12,2011,4,32629,6500,3042.5254,794925983584
1,87,28,2253,1,2012,4,32629,6500,3101.3569,794925983584
1,87,28,2263,2,2012,4,32629,6500,3107.0613,794925983584
1,87,28,2280,3,2012,4,32629,6584,3068.2397,794925983584
1,87,28,2243,12,2011,4,32629,6500,3042.5254,794925983584
1,87,28,2253,1,2012,4,32629,6500,3101.3569,794925983584
1,87,28,2263,2,2012,4,32629,6500,3107.0613,794925983584
1,87,28,2280,3,2012,4,32629,6584,3068.2397,794925983584
1,87,28,2243,12,2011,4,32629,6500,3042.5254,794925983584
1,87,28,2253,1,2012,4,32629,6500,3101.3569,794925983584
1,87,28,2263,2,2012,4,32629,6500,3107.0613,794925983584
1,87,28,2280,3,2012,4,32629,6584,3068.2397,794925983584
1,87,28,2243,12,2011,4,32629,6500,3042.5254,794925983584
1,87,28,2253,1,2012,4,32629,6500,3101.3569,794925983584
1,87,28,2263,2,2012,4,32629,6500,3107.0613,794925983584
1,87,28,2280,3,2012,4,32629,6584,3068.2397,794925983584
1,83,28,1136,12,2011,4,32557,4436,3839.2971,794925754509
1,83,28,1141,1,2012,4,32557,4453,3802.7292,794925754509
1,83,28,1146,2,2012,4,32557,4453,3771.7439,794925754509
