GHLFSAM,GRGC,GVARSTR,RFPOV,RHCALMN,RHCALYR,SROTATON,SSUSEQ,TFTOTINC,WHFNWGT,SSUID
1,58,41,978,12,2011,4,17226,0,3261.6616,495925246647
1,58,41,982,1,2012,4,17226,0,3132.0630,495925246647
1,58,41,987,2,2012,4,17226,0,3119.8318,495925246647
1,58,41,994,3,2012,4,17226,0,3148.1853,495925246647
1,58,41,978,12,2011,4,17226,700,3261.6616,495925246647
1,58,41,982,1,2012,4,17226,700,3132.0630,495925246647
1,58,41,987,2,2012,4,17226,700,3119.8318,495925246647
1,58,41,994,3,2012,4,17226,700,3148.1853,495925246647
1,35,41,1296,12,2011,4,17225,553,4050.2068,495925246594
1,35,41,1301,1,2012,4,17225,818,4101.8096,495925246594
1,35,41,1307,2,2012,4,17225,510,4172.8892,495925246594
1,35,41,1317,3,2012,4,17225,411,4197.1118,495925246594
1,35,41,1513,12,2011,4,17225,7221,2183.7097,495925246594
1,35,41,1264,1,2012,4,17225,6989,2368.9758,495925246594
1,35,41,1270,2,2012,4,17225,6989,2392.2939,495925246594
1,35,41,1279,3,2012,4,17225,6989,2468.1770,495925246594
1,35,41,1513,12,2011,4,17225,7221,2183.7097,495925246594
1,35,41,1264,1,2012,4,17225,6989,2368.9758,495925246594
1,35,41,1270,2,2012,4,17225,6989,2392.2939,495925246594
1,35,41,1279,3,2012,4,17225,6989,2468.1770,495925246594
1,35,41,1296,12,2011,4,17225,553,4050.2068,495925246594
1,35,41,1301,1,2012,4,17225,818,4101.8096,495925246594
1,35,41,1307,2,2012,4,17225,510,4172.8892,495925246594
1,35,41,1317,3,2012,4,17225,411,4197.1118,495925246594
1,35,41,1513,12,2011,4,17225,7221,2183.7097,495925246594
1,1,41,978,12,2011,4,17212,4096,1644.7186,495925246235
1,1,41,982,1,2012,4,17212,4096,1638.8585,495925246235
1,1,41,987,2,2012,4,17212,4096,1587.2972,495925246235
1,1,41,994,3,2012,4,17212,4096,1658.1523,495925246235
1,31,41,1259,12,2011,4,17224,9845,2312.9150,495925246567
1,31,41,1264,1,2012,4,17224,9845,2327.1091,495925246567
1,31,41,1270,2,2012,4,17224,9845,2347.0142,495925246567
1,31,41,1279,3,2012,4,17224,9845,2352.8584,495925246567
1,31,41,1259,12,2011,4,17224,9845,2312.9150,495925246567
1,31,41,1264,1,2012,4,17224,9845,2327.1091,495925246567
1,31,41,1270,2,2012,4,17224,9845,2347.0142,495925246567
1,31,41,1279,3,2012,4,17224,9845,2352.8584,495925246567
1,31,41,1513,12,2011,4,17224,6585,3014.1956,495925246567
1,31,41,1520,1,2012,4,17224,6585,2991.4448,495925246567
1,31,41,1526,2,2012,4,17224,6585,3004.7095,495925246567
1,31,41,1538,3,2012,4,17224,6585,3010.2593,495925246567
1,31,41,1513,12,2011,4,17224,6585,3014.1956,495925246567
1,31,41,1520,1,2012,4,17224,6585,2991.4448,495925246567
1,31,41,1526,2,2012,4,17224,6585,3004.7095,495925246567
1,31,41,1538,3,2012,4,17224,6585,3010.2593,495925246567
1,31,41,978,12,2011,4,17224,2211,3339.2617,495925246567
1,31,41,982,1,2012,4,17224,2211,3344.6777,495925246567
1,31,41,987,2,2012,4,17224,2211,3370.6025,495925246567
1,31,41,994,3,2012,4,17224,2211,3322.6313,495925246567
1,31,41,1513,12,2011,4,17224,6585,3014.1956,495925246567
1,31,41,1520,1,2012,4,17224,6585,2991.4448,495925246567
1,31,41,1526,2,2012,4,17224,6585,3004.7095,495925246567
1,31,41,1538,3,2012,4,17224,6585,3010.2593,495925246567
1,95,41,901,12,2011,4,17211,2933,1546.7778,495925246183
1,95,41,905,1,2012,4,17211,2982,1575.5808,495925246183
1,95,41,909,2,2012,4,17211,2982,1600.6625,495925246183
1,95,41,916,3,2012,4,17211,2982,1674.0853,495925246183
1,78,41,2591,12,2011,4,17230,6456,2051.9524,495925246954
1,78,41,2602,1,2012,4,17230,6456,2071.0994,495925246954
1,78,41,2614,2,2012,4,17230,6456,2087.2681,495925246954
1,78,41,2634,3,2012,4,17230,6456,2088.1167,495925246954
1,78,41,2591,12,2011,4,17230,6456,2051.9524,495925246954
1,78,41,2602,1,2012,4,17230,6456,2071.0994,495925246954
1,78,41,2614,2,2012,4,17230,6456,2087.2681,495925246954
1,78,41,2634,3,2012,4,17230,6456,2088.1167,495925246954
1,78,41,2591,12,2011,4,17230,6456,2051.9524,495925246954
1,78,41,2602,1,2012,4,17230,6456,2071.0994,495925246954
1,78,41,2614,2,2012,4,17230,6456,2087.2681,495925246954
1,78,41,2634,3,2012,4,17230,6456,2088.1167,495925246954
1,78,41,2591,12,2011,4,17230,6456,2051.9524,495925246954
1,78,41,2602,1,2012,4,17230,6456,2071.0994,495925246954
1,78,41,2614,2,2012,4,17230,6456,2087.2681,495925246954
1,78,41,2634,3,2012,4,17230,6456,2088.1167,495925246954
1,78,41,2591,12,2011,4,17230,6456,2051.9524,495925246954
1,78,41,2602,1,2012,4,17230,6456,2071.0994,495925246954
1,78,41,2614,2,2012,4,17230,6456,2087.2681,495925246954
1,78,41,2634,3,2012,4,17230,6456,2088.1167,495925246954
1,78,41,2591,12,2011,4,17230,6456,2051.9524,495925246954
1,78,41,2602,1,2012,4,17230,6456,2071.0994,495925246954
1,78,41,2614,2,2012,4,17230,6456,2087.2681,495925246954
1,78,41,2634,3,2012,4,17230,6456,2088.1167,495925246954
1,54,41,978,12,2011,4,17536,1300,3525.4158,495925938489
1,54,41,982,1,2012,4,17536,1300,3661.6421,495925938489
1,54,41,987,2,2012,4,17536,1300,3784.4756,495925938489
1,54,41,994,3,2012,4,17536,1300,3822.6077,495925938489
1,19,41,1513,12,2011,4,17527,3531,2497.3149,495925938235
1,19,41,1520,1,2012,4,17527,3531,2472.6113,495925938235
1,19,41,1526,2,2012,4,17527,4414,2494.9956,495925938235
1,19,41,1538,3,2012,4,17527,3531,2547.7368,495925938235
1,19,41,1513,12,2011,4,17527,3531,2497.3149,495925938235
1,19,41,1520,1,2012,4,17527,3531,2472.6113,495925938235
1,19,41,1526,2,2012,4,17527,4414,2494.9956,495925938235
1,19,41,1538,3,2012,4,17527,3531,2547.7368,495925938235
1,19,41,1513,12,2011,4,17527,3531,2497.3149,495925938235
1,19,41,1520,1,2012,4,17527,3531,2472.6113,495925938235
1,19,41,1526,2,2012,4,17527,4414,2494.9956,495925938235
1,19,41,1538,3,2012,4,17527,3531,2547.7368,495925938235
1,87,41,1259,12,2011,4,17539,4399,3342.3623,495925938567
1,87,41,1264,1,2012,4,17539,4399,3399.7886,495925938567
1,87,41,1270,2,2012,4,17539,4099,3470.4214,495925938567
1,87,41,1279,3,2012,4,17539,6199,3427.3857,495925938567
1,87,41,978,12,2011,4,17539,4643,1801.8514,495925938567
