GHLFSAM,GRGC,GVARSTR,RFPOV,RHCALMN,RHCALYR,SROTATON,SSUSEQ,TFTOTINC,WHFNWGT,SSUID
1,47,8,1483,2,2012,4,12249,2717,4927.6865,404379000285
1,47,8,1495,3,2012,4,12249,2717,4742.6489,404379000285
1,47,8,1906,12,2011,4,12041,8650,5141.6909,404133000285
1,47,8,1915,1,2012,4,12041,8650,5155.5381,404133000285
1,47,8,1923,2,2012,4,12041,8650,5084.3877,404133000285
1,47,8,1938,3,2012,4,12041,8650,5121.4854,404133000285
1,47,8,1906,12,2011,4,12041,8650,5141.6909,404133000285
1,47,8,1915,1,2012,4,12041,8650,5155.5381,404133000285
1,47,8,1923,2,2012,4,12041,8650,5084.3877,404133000285
1,47,8,1938,3,2012,4,12041,8650,5121.4854,404133000285
1,47,8,1906,12,2011,4,12041,8650,5141.6909,404133000285
1,47,8,1915,1,2012,4,12041,8650,5155.5381,404133000285
1,47,8,1923,2,2012,4,12041,8650,5084.3877,404133000285
1,47,8,1938,3,2012,4,12041,8650,5121.4854,404133000285
1,47,8,1906,12,2011,4,12041,8650,5141.6909,404133000285
1,47,8,1915,1,2012,4,12041,8650,5155.5381,404133000285
1,47,8,1923,2,2012,4,12041,8650,5084.3877,404133000285
1,47,8,1938,3,2012,4,12041,8650,5121.4854,404133000285
1,47,8,1906,12,2011,4,12320,5600,5303.3262,404454000285
1,47,8,1915,1,2012,4,12320,5600,5317.6094,404454000285
1,47,8,1923,2,2012,4,12320,600,5244.2222,404454000285
1,47,8,1938,3,2012,4,12320,600,5282.4854,404454000285
1,47,8,1906,12,2011,4,12320,5600,5303.3262,404454000285
1,47,8,1915,1,2012,4,12320,5600,5317.6094,404454000285
1,47,8,1923,2,2012,4,12320,600,5244.2222,404454000285
1,47,8,1938,3,2012,4,12320,600,5282.4854,404454000285
1,47,8,1906,12,2011,4,12320,5600,5303.3262,404454000285
1,47,8,1915,1,2012,4,12320,5600,5317.6094,404454000285
1,47,8,1923,2,2012,4,12320,600,5244.2222,404454000285
1,47,8,1938,3,2012,4,12320,600,5282.4854,404454000285
1,47,8,1906,12,2011,4,12320,5600,5303.3262,404454000285
1,47,8,1915,1,2012,4,12320,5600,5317.6094,404454000285
1,47,8,1923,2,2012,4,12320,600,5244.2222,404454000285
1,47,8,1938,3,2012,4,12320,600,5282.4854,404454000285
1,101,101,2351,9,2011,1,37648,10296,4987.3389,916860451534
1,101,101,2346,10,2011,1,37648,10296,5093.8291,916860451534
1,101,101,1944,11,2011,1,37648,5948,4885.9590,916860451534
1,101,101,1939,12,2011,1,37648,6148,4894.6685,916860451534
1,101,101,2351,9,2011,1,37648,10296,4987.3389,916860451534
1,101,101,2346,10,2011,1,37648,10296,5093.8291,916860451534
1,101,101,1944,11,2011,1,37648,5948,4885.9590,916860451534
1,101,101,1939,12,2011,1,37648,6148,4894.6685,916860451534
1,101,101,2351,9,2011,1,37648,10296,4987.3389,916860451534
1,101,101,2346,10,2011,1,37648,10296,5093.8291,916860451534
1,101,101,1944,11,2011,1,37648,5948,4885.9590,916860451534
1,101,101,1939,12,2011,1,37648,6148,4894.6685,916860451534
1,101,101,2351,9,2011,1,37648,10296,4987.3389,916860451534
1,101,101,2346,10,2011,1,37648,10296,5093.8291,916860451534
1,101,101,2351,9,2011,1,37648,10296,4987.3389,916860451534
1,101,101,2346,10,2011,1,37648,10296,5093.8291,916860451534
1,101,101,1944,11,2011,1,37648,5948,4885.9590,916860451534
1,101,101,1939,12,2011,1,37648,6148,4894.6685,916860451534
1,101,101,1478,9,2011,1,37526,4586,4653.7134,916454451534
1,101,101,1475,10,2011,1,37526,4586,4653.6460,916454451534
1,101,101,1474,11,2011,1,37526,4586,4888.4683,916454451534
1,101,101,1470,12,2011,1,37526,4586,4769.9673,916454451534
1,101,101,1478,9,2011,1,37526,4586,4653.7134,916454451534
1,101,101,1475,10,2011,1,37526,4586,4653.6460,916454451534
1,101,101,1474,11,2011,1,37526,4586,4888.4683,916454451534
1,101,101,1470,12,2011,1,37526,4586,4769.9673,916454451534
1,101,101,1478,9,2011,1,37526,4586,4653.7134,916454451534
1,101,101,1475,10,2011,1,37526,4586,4653.6460,916454451534
1,101,101,1474,11,2011,1,37526,4586,4888.4683,916454451534
1,101,101,1470,12,2011,1,37526,4586,4769.9673,916454451534
1,101,101,1521,9,2011,1,38127,2143,4682.6587,916958451534
1,101,101,1518,10,2011,1,38127,2143,4736.3618,916958451534
1,101,101,1517,11,2011,1,38127,2143,4704.8711,916958451534
1,101,101,1513,12,2011,1,38127,0,4888.1426,916958451534
1,101,101,1521,9,2011,1,38127,2143,4682.6587,916958451534
1,101,101,1518,10,2011,1,38127,2143,4736.3618,916958451534
1,101,101,1517,11,2011,1,38127,2143,4704.8711,916958451534
1,101,101,1513,12,2011,1,38127,0,4888.1426,916958451534
1,101,101,1521,9,2011,1,38127,2143,4682.6587,916958451534
1,101,101,1518,10,2011,1,38127,2143,4736.3618,916958451534
1,101,101,1517,11,2011,1,38127,2143,4704.8711,916958451534
1,101,101,1513,12,2011,1,38127,0,4888.1426,916958451534
1,1,101,1263,10,2011,2,24885,2418,4489.6392,679860451829
1,1,101,1262,11,2011,2,24885,2418,4470.9707,679860451829
1,1,101,1259,12,2011,2,24885,2418,4393.7900,679860451829
1,1,101,1264,1,2012,2,24885,2418,4528.5825,679860451829
1,1,101,1263,10,2011,2,24885,2418,4489.6392,679860451829
1,1,101,1262,11,2011,2,24885,2418,4470.9707,679860451829
1,1,101,1259,12,2011,2,24885,2418,4393.7900,679860451829
1,1,101,1264,1,2012,2,24885,2418,4528.5825,679860451829
1,1,101,1263,10,2011,2,24723,4537,4183.8081,679379451829
1,1,101,1262,11,2011,2,24723,4537,4183.7861,679379451829
1,1,101,1259,12,2011,2,24723,4789,4132.1914,679379451829
1,1,101,1264,1,2012,2,24723,4789,4147.6963,679379451829
1,1,101,1263,10,2011,2,24723,4537,4183.8081,679379451829
1,1,101,1262,11,2011,2,24723,4537,4183.7861,679379451829
1,1,101,1259,12,2011,2,24723,4789,4132.1914,679379451829
1,1,101,1264,1,2012,2,24723,4789,4147.6963,679379451829
1,1,101,981,10,2011,2,24779,839,5747.7368,679454451829
1,1,101,980,11,2011,2,24779,850,5779.5806,679454451829
1,1,101,978,12,2011,2,24779,850,5732.2070,679454451829
1,1,101,982,1,2012,2,24779,850,5965.8169,679454451829
1,1,101,1518,10,2011,2,24779,4517,5456.2158,679454451829
1,1,101,1517,11,2011,2,24779,4870,5249.5234,679454451829
1,1,101,1513,12,2011,2,24779,4517,5530.2695,679454451829
1,1,101,1520,1,2012,2,24779,4517,5642.5210,679454451829
1,1,101,1518,10,2011,2,24779,4517,5456.2158,679454451829
1,1,101,1517,11,2011,2,24779,4870,5249.5234,679454451829
1,1,101,1513,12,2011,2,24779,4517,5530.2695,679454451829
1,1,101,1520,1,2012,2,24779,4517,5642.5210,679454451829
1,1,101,1518,10,2011,2,24779,4517,5456.2158,679454451829
1,1,101,1517,11,2011,2,24779,4870,5249.5234,679454451829
1,1,101,1513,12,2011,2,24779,4517,5530.2695,679454451829
1,1,101,1520,1,2012,2,24779,4517,5642.5210,679454451829
1,1,101,1475,10,2011,2,24779,3745,1662.2258,679454451829
1,1,101,1474,11,2011,2,24779,4225,1664.7881,679454451829
1,1,101,1470,12,2011,2,24779,3745,1674.4680,679454451829
1,1,101,1477,1,2012,2,24779,4000,1739.9043,679454451829
1,1,101,1475,10,2011,2,24779,3745,1662.2258,679454451829
1,1,101,1474,11,2011,2,24779,4225,1664.7881,679454451829
1,1,101,1470,12,2011,2,24779,3745,1674.4680,679454451829
1,1,101,1477,1,2012,2,24779,4000,1739.9043,679454451829
1,1,101,1475,10,2011,2,24779,3745,1662.2258,679454451829
1,1,101,1474,11,2011,2,24779,4225,1664.7881,679454451829
1,1,101,1470,12,2011,2,24779,3745,1674.4680,679454451829
1,1,101,1477,1,2012,2,24779,4000,1739.9043,679454451829
1,1,101,2251,10,2011,2,25336,7917,5461.6123,679958451829
1,1,101,2249,11,2011,2,25336,7917,5371.8330,679958451829
1,1,101,2243,12,2011,2,25336,7917,5455.8008,679958451829
1,1,101,2253,1,2012,2,25336,7917,5840.2109,679958451829
1,1,101,2251,10,2011,2,25336,7917,5461.6123,679958451829
1,1,101,2249,11,2011,2,25336,7917,5371.8330,679958451829
1,1,101,2243,12,2011,2,25336,7917,5455.8008,679958451829
1,1,101,2253,1,2012,2,25336,7917,5840.2109,679958451829
1,1,101,2251,10,2011,2,25336,7917,5461.6123,679958451829
1,1,101,2249,11,2011,2,25336,7917,5371.8330,679958451829
1,1,101,2243,12,2011,2,25336,7917,5455.8008,679958451829
1,1,101,2253,1,2012,2,25336,7917,5840.2109,679958451829
1,1,101,2251,10,2011,2,25336,7917,5461.6123,679958451829
1,1,101,2249,11,2011,2,25336,7917,5371.8330,679958451829
1,1,101,2243,12,2011,2,25336,7917,5455.8008,679958451829
1,1,101,2253,1,2012,2,25336,7917,5840.2109,679958451829
1,1,101,2251,10,2011,2,25336,7917,5461.6123,679958451829
1,1,101,2249,11,2011,2,25336,7917,5371.8330,679958451829
1,1,101,2243,12,2011,2,25336,7917,5455.8008,679958451829
1,1,101,2253,1,2012,2,25336,7917,5840.2109,679958451829
1,1,101,1263,10,2011,2,24902,1382,4660.6563,679892451829
1,1,101,1262,11,2011,2,24902,1382,4487.0186,679892451829
1,1,101,1259,12,2011,2,24902,1382,4476.1777,679892451829
1,1,101,1264,1,2012,2,24902,1382,4428.5923,679892451829
1,1,101,1263,10,2011,2,24902,1382,4660.6563,679892451829
1,1,101,1262,11,2011,2,24902,1382,4487.0186,679892451829
1,1,101,1259,12,2011,2,24902,1382,4476.1777,679892451829
1,1,101,1264,1,2012,2,24902,1382,4428.5923,679892451829
1,1,101,1263,10,2011,2,24812,3991,3989.0669,679731451829
1,1,101,1262,11,2011,2,24812,3991,3941.8494,679731451829
1,1,101,1259,12,2011,2,24812,3991,4142.7930,679731451829
1,1,101,1264,1,2012,2,24812,4071,4377.0327,679731451829
1,1,101,1263,10,2011,2,24812,3991,3989.0669,679731451829
1,1,101,1262,11,2011,2,24812,3991,3941.8494,679731451829
1,1,101,1259,12,2011,2,24812,3991,4142.7930,679731451829
1,1,101,1264,1,2012,2,24812,4071,4377.0327,679731451829
2,2,101,1139,11,2011,3,15886,2049,2497.1655,489860451829
2,2,101,1136,12,2011,3,15886,2049,2459.2959,489860451829
2,2,101,1141,1,2012,3,15886,2049,2508.9678,489860451829
2,2,101,1146,2,2012,3,15886,2049,2453.8296,489860451829
2,2,101,1139,11,2011,3,15886,2049,2497.1655,489860451829
2,2,101,1136,12,2011,3,15886,2049,2459.2959,489860451829
2,2,101,1141,1,2012,3,15886,2049,2508.9678,489860451829
2,2,101,1146,2,2012,3,15886,2049,2453.8296,489860451829
2,2,101,1474,11,2011,3,15713,1733,2828.9246,489379451829
2,2,101,1470,12,2011,3,15713,1733,2677.3003,489379451829
2,2,101,1477,1,2012,3,15713,1733,2857.7007,489379451829
2,2,101,1483,2,2012,3,15713,1733,2926.0850,489379451829
2,2,101,1474,11,2011,3,15713,1733,2828.9246,489379451829
2,2,101,1470,12,2011,3,15713,1733,2677.3003,489379451829
2,2,101,1477,1,2012,3,15713,1733,2857.7007,489379451829
2,2,101,1483,2,2012,3,15713,1733,2926.0850,489379451829
2,2,101,1474,11,2011,3,15713,1733,2828.9246,489379451829
2,2,101,1470,12,2011,3,15713,1733,2677.3003,489379451829
2,2,101,1477,1,2012,3,15713,1733,2857.7007,489379451829
2,2,101,1483,2,2012,3,15713,1733,2926.0850,489379451829
1,100,101,1136,12,2011,4,12270,2526,3327.0281,404379451829
1,100,101,1141,1,2012,4,12270,2526,3420.4233,404379451829
1,100,101,1146,2,2012,4,12270,2526,3348.0269,404379451829
1,100,101,1155,3,2012,4,12270,2526,3359.0605,404379451829
1,100,101,1136,12,2011,4,12270,2526,3327.0281,404379451829
1,100,101,1141,1,2012,4,12270,2526,3420.4233,404379451829
1,100,101,1146,2,2012,4,12270,2526,3348.0269,404379451829
1,100,101,1155,3,2012,4,12270,2526,3359.0605,404379451829
1,100,101,978,12,2011,4,12064,6111,2606.6521,404133451829
1,100,101,982,1,2012,4,12064,6111,4530.8828,404133451829
1,100,101,987,2,2012,4,12064,6111,4413.5459,404133451829
1,100,101,994,3,2012,4,12064,6111,4341.2490,404133451829
1,100,101,978,12,2011,4,12064,9174,2606.6521,404133451829
1,100,101,1136,12,2011,4,12338,2480,2974.7148,404454451829
1,100,101,1141,1,2012,4,12338,2561,3026.5864,404454451829
1,100,101,1146,2,2012,4,12338,2561,2940.9810,404454451829
1,100,101,1155,3,2012,4,12338,2561,2927.2061,404454451829
1,100,101,1136,12,2011,4,12338,2480,2974.7148,404454451829
1,100,101,1141,1,2012,4,12338,2561,3026.5864,404454451829
1,100,101,1146,2,2012,4,12338,2561,2940.9810,404454451829
1,100,101,1155,3,2012,4,12338,2561,2927.2061,404454451829
2,44,18,1142,9,2011,1,37225,9000,2569.4019,916133123363
2,44,18,1140,10,2011,1,37225,9000,2643.2607,916133123363
2,44,18,1139,11,2011,1,37225,9000,2632.6313,916133123363
2,44,18,1136,12,2011,1,37225,9000,2544.2278,916133123363
2,44,18,1142,9,2011,1,37225,9000,2569.4019,916133123363
2,44,18,1140,10,2011,1,37225,9000,2643.2607,916133123363
2,44,18,1139,11,2011,1,37225,9000,2632.6313,916133123363
2,44,18,1136,12,2011,1,37225,9000,2544.2278,916133123363
2,44,18,1265,9,2011,1,38120,955,2186.4583,916958123363
2,44,18,1263,10,2011,1,38120,955,2158.2251,916958123363
2,44,18,1262,11,2011,1,38120,955,2082.7668,916958123363
2,44,18,1259,12,2011,1,38120,955,2126.8604,916958123363
2,44,18,1265,9,2011,1,38120,955,2186.4583,916958123363
2,44,18,1263,10,2011,1,38120,955,2158.2251,916958123363
2,44,18,1262,11,2011,1,38120,955,2082.7668,916958123363
2,44,18,1259,12,2011,1,38120,955,2126.8604,916958123363
2,40,18,906,9,2011,1,37445,803,4091.7644,916379123536
2,40,18,904,10,2011,1,37445,803,4084.0081,916379123536
2,40,18,904,11,2011,1,37445,803,3989.4446,916379123536
2,40,18,901,12,2011,1,37445,803,3921.0864,916379123536
2,40,18,1142,9,2011,1,37226,2033,4647.4609,916133123536
2,40,18,1140,10,2011,1,37226,2033,4648.4702,916133123536
2,40,18,1139,11,2011,1,37226,2033,4645.5737,916133123536
2,40,18,1136,12,2011,1,37226,2033,4489.6948,916133123536
2,40,18,1142,9,2011,1,37226,2033,4647.4609,916133123536
2,40,18,1140,10,2011,1,37226,2033,4648.4702,916133123536
2,40,18,1139,11,2011,1,37226,2033,4645.5737,916133123536
2,40,18,1136,12,2011,1,37226,2033,4489.6948,916133123536
2,40,18,1521,9,2011,1,37517,8587,6333.7910,916454123536
2,40,18,1518,10,2011,1,37517,8587,6379.8872,916454123536
2,40,18,1517,11,2011,1,37517,8587,6683.5156,916454123536
2,40,18,1513,12,2011,1,37517,8587,6642.7627,916454123536
2,40,18,1521,9,2011,1,37517,8587,6333.7910,916454123536
2,40,18,1518,10,2011,1,37517,8587,6379.8872,916454123536
2,40,18,1517,11,2011,1,37517,8587,6683.5156,916454123536
2,40,18,1513,12,2011,1,37517,8587,6642.7627,916454123536
2,40,18,1521,9,2011,1,37517,8587,6333.7910,916454123536
2,40,18,1518,10,2011,1,37517,8587,6379.8872,916454123536
2,40,18,1517,11,2011,1,37517,8587,6683.5156,916454123536
2,40,18,1513,12,2011,1,37517,8587,6642.7627,916454123536
2,48,18,906,9,2011,1,37630,903,4383.4053,916860123280
2,48,18,904,10,2011,1,37630,903,4388.0962,916860123280
2,48,18,904,11,2011,1,37630,903,4434.5693,916860123280
2,48,18,901,12,2011,1,37630,903,4249.7148,916860123280
2,48,18,1142,9,2011,1,37224,1508,3926.5881,916133123280
2,48,18,1140,10,2011,1,37224,1508,4024.4688,916133123280
2,48,18,1139,11,2011,1,37224,1508,4031.3845,916133123280
2,48,18,1136,12,2011,1,37224,1508,3899.6582,916133123280
2,48,18,1142,9,2011,1,37224,1508,3926.5881,916133123280
2,48,18,1140,10,2011,1,37224,1508,4024.4688,916133123280
2,48,18,1139,11,2011,1,37224,1508,4031.3845,916133123280
2,48,18,1136,12,2011,1,37224,1508,3899.6582,916133123280
2,48,18,1142,9,2011,1,37670,6507,4125.3154,916892123280
2,48,18,1140,10,2011,1,37670,6507,4119.8530,916892123280
2,48,18,1139,11,2011,1,37670,6507,4026.7061,916892123280
2,48,18,1136,12,2011,1,37670,6507,3950.5234,916892123280
2,48,18,1142,9,2011,1,37670,6507,4125.3154,916892123280
2,48,18,1140,10,2011,1,37670,6507,4119.8530,916892123280
2,48,18,1139,11,2011,1,37670,6507,4026.7061,916892123280
2,48,18,1136,12,2011,1,37670,6507,3950.5234,916892123280
2,48,18,2255,9,2011,1,37566,12421,5441.3208,916731123280
2,48,18,2251,10,2011,1,37566,12421,5556.2285,916731123280
2,48,18,2249,11,2011,1,37566,12421,5743.1191,916731123280
2,48,18,2243,12,2011,1,37566,15529,5702.6357,916731123280
2,48,18,2255,9,2011,1,37566,12421,5441.3208,916731123280
2,48,18,2251,10,2011,1,37566,12421,5556.2285,916731123280
2,48,18,2249,11,2011,1,37566,12421,5743.1191,916731123280
2,48,18,2243,12,2011,1,37566,15529,5702.6357,916731123280
2,48,18,2255,9,2011,1,37566,12421,5441.3208,916731123280
2,48,18,2251,10,2011,1,37566,12421,5556.2285,916731123280
2,48,18,2249,11,2011,1,37566,12421,5743.1191,916731123280
2,48,18,2243,12,2011,1,37566,15529,5702.6357,916731123280
2,48,18,2255,9,2011,1,37566,12421,5441.3208,916731123280
2,48,18,2251,10,2011,1,37566,12421,5556.2285,916731123280
2,48,18,2249,11,2011,1,37566,12421,5743.1191,916731123280
2,48,18,2243,12,2011,1,37566,15529,5702.6357,916731123280
2,48,18,2255,9,2011,1,37566,12421,5441.3208,916731123280
2,48,18,2251,10,2011,1,37566,12421,5556.2285,916731123280
2,48,18,2249,11,2011,1,37566,12421,5743.1191,916731123280
2,48,18,2243,12,2011,1,37566,15529,5702.6357,916731123280
2,69,18,906,9,2011,1,37443,4476,3950.5063,916379123053
2,69,18,904,10,2011,1,37443,4476,4058.6331,916379123053
2,69,18,904,11,2011,1,37443,4476,4033.9011,916379123053
2,69,18,901,12,2011,1,37443,4476,3892.1663,916379123053
2,69,18,1142,9,2011,1,37516,3236,4293.7808,916454123053
2,69,18,1140,10,2011,1,37516,3236,4417.2080,916454123053
2,69,18,1139,11,2011,1,37516,3236,4399.4429,916454123053
2,69,18,1136,12,2011,1,37516,3236,4251.7114,916454123053
2,69,18,1142,9,2011,1,37516,3236,4293.7808,916454123053
2,69,18,1140,10,2011,1,37516,3236,4417.2080,916454123053
2,69,18,1139,11,2011,1,37516,3236,4399.4429,916454123053
2,69,18,1136,12,2011,1,37516,3236,4251.7114,916454123053
2,33,18,906,9,2011,1,38015,1009,2401.6650,916925738467
2,33,18,904,10,2011,1,38015,1009,2380.6248,916925738467
2,33,18,904,11,2011,1,38015,1009,2393.5107,916925738467
2,33,18,901,12,2011,1,38015,1009,2288.1563,916925738467
2,93,18,1521,9,2011,1,38016,1801,5192.6226,916925738966
2,93,18,1518,10,2011,1,38016,2001,3471.0215,916925738966
2,93,18,1517,11,2011,1,38016,1409,3574.9639,916925738966
2,93,18,1513,12,2011,1,38016,1508,3556.9126,916925738966
2,93,18,1521,9,2011,1,38016,1801,5192.6226,916925738966
2,93,18,1518,10,2011,1,38016,2001,3471.0215,916925738966
2,93,18,1517,11,2011,1,38016,1409,3574.9639,916925738966
2,93,18,1513,12,2011,1,38016,1508,3556.9126,916925738966
2,93,18,1521,9,2011,1,38016,1801,5192.6226,916925738966
2,93,18,1518,10,2011,1,38016,2001,3471.0215,916925738966
2,93,18,1517,11,2011,1,38016,1409,3574.9639,916925738966
2,93,18,1513,12,2011,1,38016,1508,3556.9126,916925738966
2,93,18,1519,10,2011,1,38016,3,3471.0215,916925738966
2,93,18,1518,11,2011,1,38016,3,3574.9639,916925738966
2,93,18,1514,12,2011,1,38016,3,3556.9126,916925738966
2,93,18,1519,10,2011,1,38016,3,3471.0215,916925738966
2,93,18,1518,11,2011,1,38016,3,3574.9639,916925738966
2,93,18,1514,12,2011,1,38016,3,3556.9126,916925738966
2,93,18,1519,10,2011,1,38016,3,3471.0215,916925738966
2,93,18,1518,11,2011,1,38016,3,3574.9639,916925738966
2,93,18,1514,12,2011,1,38016,3,3556.9126,916925738966
2,13,18,1478,9,2011,1,38042,2137,3057.5488,916925796053
2,13,18,1475,10,2011,1,38042,2137,3121.3247,916925796053
2,13,18,1474,11,2011,1,38042,2137,3143.9297,916925796053
2,13,18,1470,12,2011,1,38042,2137,3006.8108,916925796053
2,13,18,1478,9,2011,1,38042,2137,3057.5488,916925796053
2,13,18,1475,10,2011,1,38042,2137,3121.3247,916925796053
2,13,18,1474,11,2011,1,38042,2137,3143.9297,916925796053
2,13,18,1470,12,2011,1,38042,2137,3006.8108,916925796053
2,13,18,1478,9,2011,1,38042,2137,3057.5488,916925796053
2,13,18,1475,10,2011,1,38042,2137,3121.3247,916925796053
2,13,18,1474,11,2011,1,38042,2137,3143.9297,916925796053
2,13,18,1470,12,2011,1,38042,2137,3006.8108,916925796053
2,81,18,906,9,2011,1,37768,1111,4162.3940,916925123092
2,81,18,904,10,2011,1,37768,1111,4265.4233,916925123092
2,81,18,904,11,2011,1,37768,1111,4166.5923,916925123092
2,81,18,901,12,2011,1,37768,1111,4034.0779,916925123092
2,28,18,983,9,2011,1,37765,2416,4061.9768,916925123003
2,28,18,981,10,2011,1,37765,2416,4279.4736,916925123003
2,28,18,980,11,2011,1,37765,2416,4296.5410,916925123003
2,28,18,978,12,2011,1,37765,2416,4217.2510,916925123003
2,77,18,906,9,2011,1,37771,1231,4532.7793,916925123280
