GHLFSAM,GRGC,GVARSTR,RFPOV,RHCALMN,RHCALYR,SROTATON,SSUSEQ,TFTOTINC,WHFNWGT,SSUID
1,29,6,980,11,2011,1,14830,2044,998.4720,462925202898
1,29,6,978,12,2011,1,14830,1635,1004.6876,462925202898
1,25,6,983,9,2011,1,14829,3533,2549.9304,462925202695
1,25,6,981,10,2011,1,14829,3533,2643.9092,462925202695
1,25,6,980,11,2011,1,14829,3533,2688.4309,462925202695
1,25,6,978,12,2011,1,14829,3533,2785.3276,462925202695
1,97,6,983,9,2011,1,14828,6458,2237.5818,462925202582
1,97,6,981,10,2011,1,14828,6458,2239.6458,462925202582
1,97,6,980,11,2011,1,14828,6458,2272.4021,462925202582
1,97,6,978,12,2011,1,14828,6458,2248.9863,462925202582
1,36,6,906,9,2011,1,14928,2488,5421.0283,462925370172
1,36,6,904,10,2011,1,14928,2488,5283.9941,462925370172
1,36,6,904,11,2011,1,14928,2488,5257.9004,462925370172
1,36,6,901,12,2011,1,14928,2488,5146.3052,462925370172
1,85,6,1265,9,2011,1,14931,695,4671.7964,462925370797
1,85,6,1263,10,2011,1,14931,695,4754.3662,462925370797
1,85,6,1262,11,2011,1,14931,695,4198.2158,462925370797
1,85,6,1259,12,2011,1,14931,695,4250.6841,462925370797
1,85,6,1265,9,2011,1,14931,695,4671.7964,462925370797
1,85,6,1263,10,2011,1,14931,695,4754.3662,462925370797
1,85,6,1262,11,2011,1,14931,695,4198.2158,462925370797
1,85,6,1259,12,2011,1,14931,695,4250.6841,462925370797
1,81,6,1142,9,2011,1,14929,7459,3909.4780,462925370348
1,81,6,1140,10,2011,1,14929,7459,3800.3413,462925370348
1,81,6,1139,11,2011,1,14929,7459,3732.9009,462925370348
1,81,6,1136,12,2011,1,14929,7459,3733.9722,462925370348
1,81,6,1142,9,2011,1,14929,7459,3909.4780,462925370348
1,81,6,1140,10,2011,1,14929,7459,3800.3413,462925370348
1,81,6,1139,11,2011,1,14929,7459,3732.9009,462925370348
1,81,6,1136,12,2011,1,14929,7459,3733.9722,462925370348
1,77,6,983,9,2011,1,14921,3,4454.1401,462925369632
1,77,6,981,10,2011,1,14921,3,4652.1709,462925369632
1,77,6,980,11,2011,1,14921,3,4723.2974,462925369632
1,77,6,978,12,2011,1,14921,3,4921.8086,462925369632
1,73,6,1265,9,2011,1,14922,5829,3490.8926,462925369695
1,73,6,1263,10,2011,1,14922,5829,3492.5566,462925369695
1,73,6,1262,11,2011,1,14922,5829,3557.2017,462925369695
1,73,6,1259,12,2011,1,14922,5829,3589.4949,462925369695
1,73,6,1265,9,2011,1,14922,5829,3490.8926,462925369695
1,73,6,1263,10,2011,1,14922,5829,3492.5566,462925369695
1,73,6,1262,11,2011,1,14922,5829,3557.2017,462925369695
1,73,6,1259,12,2011,1,14922,5829,3589.4949,462925369695
1,28,6,1917,9,2011,1,14918,1692,4926.9858,462925369582
1,28,6,1913,10,2011,1,14918,1692,4794.9717,462925369582
1,28,6,1911,11,2011,1,14918,1692,4812.0796,462925369582
1,28,6,1906,12,2011,1,14918,1692,4809.8086,462925369582
1,28,6,1917,9,2011,1,14918,1692,4926.9858,462925369582
1,28,6,1913,10,2011,1,14918,1692,4794.9717,462925369582
1,28,6,1911,11,2011,1,14918,1692,4812.0796,462925369582
1,28,6,1906,12,2011,1,14918,1692,4809.8086,462925369582
1,28,6,1917,9,2011,1,14918,1692,4926.9858,462925369582
1,28,6,1913,10,2011,1,14918,1692,4794.9717,462925369582
1,28,6,1911,11,2011,1,14918,1692,4812.0796,462925369582
1,28,6,1906,12,2011,1,14918,1692,4809.8086,462925369582
1,28,6,1917,9,2011,1,14918,1692,4926.9858,462925369582
1,28,6,1913,10,2011,1,14918,1692,4794.9717,462925369582
1,28,6,1911,11,2011,1,14918,1692,4812.0796,462925369582
1,28,6,1906,12,2011,1,14918,1692,4809.8086,462925369582
1,30,6,981,10,2011,2,29012,3884,3653.8572,728925202883
1,30,6,980,11,2011,2,29012,3884,3815.5032,728925202883
1,30,6,978,12,2011,2,29012,3884,3798.7217,728925202883
1,30,6,982,1,2012,2,29012,3884,4226.4902,728925202883
1,14,6,1475,10,2011,2,29010,3124,4723.3867,728925196582
1,14,6,1474,11,2011,2,29010,3124,4645.3101,728925196582
1,14,6,1470,12,2011,2,29010,3124,4740.5200,728925196582
1,14,6,1477,1,2012,2,29010,3124,4880.4556,728925196582
1,14,6,1475,10,2011,2,29010,3124,4723.3867,728925196582
1,14,6,1474,11,2011,2,29010,3124,4645.3101,728925196582
