GHLFSAM,GRGC,GVARSTR,RFPOV,RHCALMN,RHCALYR,SROTATON,SSUSEQ,TFTOTINC,WHFNWGT,SSUID
1,80,51,1923,2,2012,4,17940,3805,1659.8528,514925181820
1,80,51,1938,3,2012,4,17940,3100,1700.2218,514925181820
1,65,51,978,12,2011,4,17943,355,2110.0513,514925181948
1,65,51,982,1,2012,4,17943,355,2030.5334,514925181948
1,65,51,987,2,2012,4,17943,443,2003.1793,514925181948
1,65,51,994,3,2012,4,17943,355,1997.4784,514925181948
1,67,51,2512,12,2011,4,17937,5426,2030.0482,514925181338
1,67,51,2523,1,2012,4,17937,5426,1949.8328,514925181338
1,67,51,2534,2,2012,4,17937,5426,1934.1542,514925181338
1,67,51,2553,3,2012,4,17937,5426,1936.0551,514925181338
1,67,51,2512,12,2011,4,17937,5426,2030.0482,514925181338
1,67,51,2523,1,2012,4,17937,5426,1949.8328,514925181338
1,67,51,2534,2,2012,4,17937,5426,1934.1542,514925181338
1,67,51,2553,3,2012,4,17937,5426,1936.0551,514925181338
1,67,51,2512,12,2011,4,17937,5426,2030.0482,514925181338
1,67,51,2523,1,2012,4,17937,5426,1949.8328,514925181338
1,67,51,2534,2,2012,4,17937,5426,1934.1542,514925181338
1,67,51,2553,3,2012,4,17937,5426,1936.0551,514925181338
1,67,51,2512,12,2011,4,17937,5426,2030.0482,514925181338
1,67,51,2523,1,2012,4,17937,5426,1949.8328,514925181338
1,67,51,2534,2,2012,4,17937,5426,1934.1542,514925181338
1,67,51,2553,3,2012,4,17937,5426,1936.0551,514925181338
1,67,51,2512,12,2011,4,17937,5426,2030.0482,514925181338
1,67,51,2523,1,2012,4,17937,5426,1949.8328,514925181338
1,67,51,2534,2,2012,4,17937,5426,1934.1542,514925181338
1,67,51,2553,3,2012,4,17937,5426,1936.0551,514925181338
1,67,51,2512,12,2011,4,17937,5426,2030.0482,514925181338
1,67,51,2523,1,2012,4,17937,5426,1949.8328,514925181338
1,67,51,2534,2,2012,4,17937,5426,1934.1542,514925181338
1,67,51,2553,3,2012,4,17937,5426,1936.0551,514925181338
1,61,51,1513,12,2011,4,17942,3757,3459.1021,514925181873
1,61,51,1520,1,2012,4,17942,3757,3254.9329,514925181873
1,61,51,1526,2,2012,4,17942,3757,3260.6531,514925181873
1,61,51,1538,3,2012,4,17942,3757,3331.5442,514925181873
1,61,51,1513,12,2011,4,17942,3757,3459.1021,514925181873
1,61,51,1520,1,2012,4,17942,3757,3254.9329,514925181873
1,61,51,1526,2,2012,4,17942,3757,3260.6531,514925181873
1,61,51,1538,3,2012,4,17942,3757,3331.5442,514925181873
1,61,51,1513,12,2011,4,17942,3757,3459.1021,514925181873
1,61,51,1520,1,2012,4,17942,3757,3254.9329,514925181873
1,61,51,1526,2,2012,4,17942,3757,3260.6531,514925181873
1,61,51,1538,3,2012,4,17942,3757,3331.5442,514925181873
1,61,51,978,12,2011,4,17942,1797,3459.1021,514925181873
1,61,51,982,1,2012,4,17942,1797,3254.9329,514925181873
1,61,51,987,2,2012,4,17942,1797,3260.6531,514925181873
1,61,51,994,3,2012,4,17942,4222,3331.5442,514925181873
1,12,51,1970,12,2011,4,18279,3084,2629.5430,514925805811
1,12,51,1979,1,2012,4,18279,3084,2839.3665,514925805811
1,12,51,1988,2,2012,4,18279,3084,2890.4194,514925805811
1,12,51,2003,3,2012,4,18279,3084,2920.3984,514925805811
1,12,51,1970,12,2011,4,18279,3084,2629.5430,514925805811
1,12,51,1979,1,2012,4,18279,3084,2839.3665,514925805811
1,12,51,1988,2,2012,4,18279,3084,2890.4194,514925805811
1,12,51,2003,3,2012,4,18279,3084,2920.3984,514925805811
1,12,51,1970,12,2011,4,18279,3084,2629.5430,514925805811
1,12,51,1979,1,2012,4,18279,3084,2839.3665,514925805811
1,12,51,1988,2,2012,4,18279,3084,2890.4194,514925805811
1,12,51,2003,3,2012,4,18279,3084,2920.3984,514925805811
1,12,51,1970,12,2011,4,18279,3084,2629.5430,514925805811
1,12,51,1979,1,2012,4,18279,3084,2839.3665,514925805811
1,12,51,1988,2,2012,4,18279,3084,2890.4194,514925805811
1,12,51,2003,3,2012,4,18279,3084,2920.3984,514925805811
1,31,51,1470,12,2011,4,18281,1502,3115.7349,514925805849
1,31,51,1477,1,2012,4,18281,1502,3039.4155,514925805849
1,31,51,1483,2,2012,4,18281,1502,3076.5852,514925805849
1,31,51,1495,3,2012,4,18281,1502,3082.9990,514925805849
1,31,51,1470,12,2011,4,18281,1502,3115.7349,514925805849
1,31,51,1477,1,2012,4,18281,1502,3039.4155,514925805849
1,31,51,1483,2,2012,4,18281,1502,3076.5852,514925805849
1,31,51,1495,3,2012,4,18281,1502,3082.9990,514925805849
1,31,51,1470,12,2011,4,18281,1502,3115.7349,514925805849
1,31,51,1477,1,2012,4,18281,1502,3039.4155,514925805849
1,31,51,1483,2,2012,4,18281,1502,3076.5852,514925805849
1,31,51,1495,3,2012,4,18281,1502,3082.9990,514925805849
1,100,51,901,12,2011,4,18275,1800,2906.7539,514925805258
1,100,51,905,1,2012,4,18275,1800,2952.3745,514925805258
1,100,51,909,2,2012,4,18275,1800,3036.9729,514925805258
1,100,51,916,3,2012,4,18275,1800,3050.2766,514925805258
1,8,51,1259,12,2011,4,18278,-564,3517.2031,514925805691
1,8,51,1264,1,2012,4,18278,1936,3576.2700,514925805691
1,8,51,1270,2,2012,4,18278,-564,3768.3984,514925805691
1,8,51,1279,3,2012,4,18278,-564,3621.3418,514925805691
1,8,51,1259,12,2011,4,18278,-564,3517.2031,514925805691
1,8,51,1264,1,2012,4,18278,1936,3576.2700,514925805691
1,8,51,1270,2,2012,4,18278,-564,3768.3984,514925805691
1,8,51,1279,3,2012,4,18278,-564,3621.3418,514925805691
1,27,51,901,12,2011,4,18277,2627,3016.9656,514925805538
1,27,51,905,1,2012,4,18277,2657,2956.4490,514925805538
1,27,51,1526,2,2012,4,18277,2657,2907.3728,514925805538
1,27,51,1538,3,2012,4,18277,2657,2998.9797,514925805538
1,27,51,978,12,2011,4,18277,0,2158.7891,514925805538
1,27,51,982,1,2012,4,18277,0,2556.6489,514925805538
1,27,51,1526,2,2012,4,18277,2657,2907.3728,514925805538
1,27,51,1538,3,2012,4,18277,2657,2998.9797,514925805538
1,27,51,1296,12,2011,4,18277,1812,2158.7891,514925805538
1,27,51,1301,1,2012,4,18277,1782,2556.6489,514925805538
1,27,51,1296,12,2011,4,18277,1812,2158.7891,514925805538
1,27,51,1301,1,2012,4,18277,1782,2556.6489,514925805538
1,27,51,1526,2,2012,4,18277,2657,2907.3728,514925805538
1,27,51,1538,3,2012,4,18277,2657,2998.9797,514925805538
1,72,51,1259,12,2011,4,18276,1877,1662.6133,514925805522
1,72,51,1264,1,2012,4,18276,1877,1611.4963,514925805522
1,72,51,1270,2,2012,4,18276,1877,1603.0801,514925805522
1,72,51,1279,3,2012,4,18276,1877,1614.0848,514925805522
1,72,51,1259,12,2011,4,18276,1877,1662.6133,514925805522
1,72,51,1264,1,2012,4,18276,1877,1611.4963,514925805522
1,72,51,1270,2,2012,4,18276,1877,1603.0801,514925805522
1,72,51,1279,3,2012,4,18276,1877,1614.0848,514925805522
1,56,51,1970,12,2011,4,18294,5004,3376.9688,514925871811
1,56,51,1979,1,2012,4,18294,5303,3314.1367,514925871811
1,56,51,1988,2,2012,4,18294,5303,3289.9844,514925871811
1,56,51,2003,3,2012,4,18294,5303,3320.0474,514925871811
1,56,51,1970,12,2011,4,18294,5004,3376.9688,514925871811
1,56,51,1979,1,2012,4,18294,5303,3314.1367,514925871811
1,56,51,1988,2,2012,4,18294,5303,3289.9844,514925871811
1,56,51,2003,3,2012,4,18294,5303,3320.0474,514925871811
1,56,51,1970,12,2011,4,18294,5004,3376.9688,514925871811
1,56,51,1979,1,2012,4,18294,5303,3314.1367,514925871811
1,56,51,1988,2,2012,4,18294,5303,3289.9844,514925871811
1,56,51,2003,3,2012,4,18294,5303,3320.0474,514925871811
1,56,51,1970,12,2011,4,18294,5004,3376.9688,514925871811
1,56,51,1979,1,2012,4,18294,5303,3314.1367,514925871811
1,56,51,1988,2,2012,4,18294,5303,3289.9844,514925871811
1,56,51,2003,3,2012,4,18294,5303,3320.0474,514925871811
1,53,51,978,12,2011,4,18296,3519,2060.6379,514925871849
1,53,51,905,1,2012,4,18296,3545,2292.9990,514925871849
1,53,51,909,2,2012,4,18296,3641,2440.2512,514925871849
1,53,51,916,3,2012,4,18296,3641,2482.4092,514925871849
1,53,51,1259,12,2011,4,18296,2676,2604.5613,514925871849
1,53,51,1264,1,2012,4,18296,2676,2800.3242,514925871849
1,53,51,1270,2,2012,4,18296,2676,2930.2710,514925871849
1,53,51,1279,3,2012,4,18296,2676,2828.7847,514925871849
1,53,51,1259,12,2011,4,18296,2676,2604.5613,514925871849
1,53,51,1264,1,2012,4,18296,2676,2800.3242,514925871849
1,53,51,1270,2,2012,4,18296,2676,2930.2710,514925871849
1,53,51,1279,3,2012,4,18296,2676,2828.7847,514925871849
1,53,51,2300,12,2011,4,18296,197,3173.5906,514925871849
1,53,51,2310,1,2012,4,18296,197,3199.2024,514925871849
1,53,51,2320,2,2012,4,18296,1000,3136.3896,514925871849
1,53,51,2337,3,2012,4,18296,1300,3123.3711,514925871849
1,53,51,2300,12,2011,4,18296,197,3173.5906,514925871849
1,53,51,2310,1,2012,4,18296,197,3199.2024,514925871849
1,53,51,2320,2,2012,4,18296,1000,3136.3896,514925871849
1,53,51,2337,3,2012,4,18296,1300,3123.3711,514925871849
1,53,51,2300,12,2011,4,18296,197,3173.5906,514925871849
1,53,51,2310,1,2012,4,18296,197,3199.2024,514925871849
1,53,51,2320,2,2012,4,18296,1000,3136.3896,514925871849
1,53,51,2337,3,2012,4,18296,1300,3123.3711,514925871849
1,53,51,2300,12,2011,4,18296,197,3173.5906,514925871849
1,53,51,2310,1,2012,4,18296,197,3199.2024,514925871849
1,53,51,2320,2,2012,4,18296,1000,3136.3896,514925871849
1,53,51,2337,3,2012,4,18296,1300,3123.3711,514925871849
1,53,51,2300,12,2011,4,18296,197,3173.5906,514925871849
1,53,51,2310,1,2012,4,18296,197,3199.2024,514925871849
1,53,51,2320,2,2012,4,18296,1000,3136.3896,514925871849
1,53,51,2337,3,2012,4,18296,1300,3123.3711,514925871849
1,23,51,978,12,2011,4,18290,3935,4520.9502,514925871258
1,23,51,982,1,2012,4,18290,4535,4522.4619,514925871258
1,23,51,987,2,2012,4,18290,3835,4798.4375,514925871258
1,23,51,994,3,2012,4,18290,3935,4692.5068,514925871258
1,59,51,1136,12,2011,4,18298,3976,2588.4282,514925871948
1,59,51,1141,1,2012,4,18298,3976,2620.3540,514925871948
1,59,51,1146,2,2012,4,18298,3976,2612.9202,514925871948
1,59,51,1155,3,2012,4,18298,3976,2657.2434,514925871948
1,59,51,1136,12,2011,4,18298,3976,2588.4282,514925871948
1,59,51,1141,1,2012,4,18298,3976,2620.3540,514925871948
1,59,51,1146,2,2012,4,18298,3976,2612.9202,514925871948
1,59,51,1155,3,2012,4,18298,3976,2657.2434,514925871948
1,49,51,1136,12,2011,4,18293,5502,2669.8308,514925871691
1,49,51,1141,1,2012,4,18293,5616,2795.4458,514925871691
1,49,51,1146,2,2012,4,18293,6631,2830.3086,514925871691
1,49,51,1155,3,2012,4,18293,5616,2787.8450,514925871691
1,49,51,1136,12,2011,4,18293,5502,2669.8308,514925871691
1,49,51,1141,1,2012,4,18293,5616,2795.4458,514925871691
1,49,51,1146,2,2012,4,18293,6631,2830.3086,514925871691
1,49,51,1155,3,2012,4,18293,5616,2787.8450,514925871691
1,68,51,1136,12,2011,4,18292,13641,2330.3115,514925871538
1,68,51,1141,1,2012,4,18292,13641,2354.1331,514925871538
1,68,51,1146,2,2012,4,18292,13641,2395.3179,514925871538
1,68,51,1155,3,2012,4,18292,13641,2430.1804,514925871538
1,68,51,1136,12,2011,4,18292,13641,2330.3115,514925871538
1,68,51,1141,1,2012,4,18292,13641,2354.1331,514925871538
1,68,51,1146,2,2012,4,18292,13641,2395.3179,514925871538
1,68,51,1155,3,2012,4,18292,13641,2430.1804,514925871538
1,101,51,1906,12,2011,4,18291,4938,1878.8314,514925871522
1,101,51,1915,1,2012,4,18291,4938,1843.8741,514925871522
1,101,51,1923,2,2012,4,18291,4985,1830.4373,514925871522
1,101,51,1938,3,2012,4,18291,4938,1847.1626,514925871522
1,101,51,1906,12,2011,4,18291,4938,1878.8314,514925871522
1,101,51,1915,1,2012,4,18291,4938,1843.8741,514925871522
1,101,51,1923,2,2012,4,18291,4985,1830.4373,514925871522
1,101,51,1938,3,2012,4,18291,4938,1847.1626,514925871522
